id,title,body,extras,systemWhenCreated,systemWhoCreated
85,Zertifikat für svn.cbsa.gefeg.com erneuern,"- Mail von Frank
	-----------------------------
	kannst Du bitte das Zertifikat für svn.cbsa.gefeg.com auf dem Server erneuern? Ich habe die Verlängerung für 2 Jahre bei Thawte bereits bestellt. Das aktuelle Zertifikat auf dem Server läuft am 17.8.2019 ab.
	-----------------------------
- Zertifikat erneuern
	- STRATO16
	- C:\Program Files (x86)\VisualSVN Server\conf
	- local
		- c:/test
		- openssl req -new -newkey rsa:2048 -nodes -keyout gefeg.com.key -out gefeg.com.csr
		- DE
		- ...
		- Common name: svn.cbsa.gefeg.com
		- email: admin@gefeg.com
		- password: (leer lassen)
	- gefeg.com.key auf Server kopieren (.csr braucht man nicht auf dem server)
		- C:\Program Files (x86)\VisualSVN Server\certs kopieren
	- thawte
		- https://ssl-certificate-center.thawte.de/process/trust/console_login?application_locale=THAWTE_DE
		- auf `CSR Einreichen` klicken
		- Apache
		- content kopieren, z.B.
				----------------------
				-----BEGIN CERTIFICATE REQUEST-----
				MIIC8zCCAdsCAQAwga0xCzAJBgNVBAYTAkRFMQ8wDQYDVQQIDAZCZXJsaW4xDzAN
				BgNVBAcMBkJlcmxpbjE/MD0GA1UECgw2R2VzZWxsc2NoYWZ0IGZ1ZXIgRWxla3Ry
				b25pc2NoZW4gR2VzY2hhZWZ0c3ZlcmtlaHIgbWJIMRswGQYDVQQDDBJzdm4uY2Jz
				YS5nZWZlZy5jb20xHjAcBgkqhkiG9w0BCQEWD2FkbWluQGdlZmVnLmNvbTCCASIw
				DQYJKoZIhvcNAQEBBQADggEPADCCAQoCggEBALuS+o35BQWb82DuyOx6K8LNgIBk
				fIdqEyfSD5haw94CWFoLOWOXNDpMVgQTZb/APFRRyHv79Xdr2aCYMqESG+6LElrA
				Z4h5HEhJ1JnMELm7QDMnfatjkXK9QsAU3X2lkb3A42dfDiQVj2J5xL719qhxkjUq
				7qFQQj+ns+INNFf7qVVC9GVX7JF448BGU76N7vVSt3TJ4vA+LNAkBt4sdHPrvW8o
				Az/kGoRke+/m+K2fN2I4F676BaVg6M5Myj+Oy1huBZEYzB7fXHqDTWM7cyz69dWi
				zX9I9atfaCk5wYIvGO+77pEXlrbOQ7tIfGf4V+7XnBHGI4QB98AZRssh2t0CAwEA
				AaAAMA0GCSqGSIb3DQEBCwUAA4IBAQCfKBDpUzTfeZTrZi52zKJ26qAxIuOvbaVd
				vBoSpIbGnwisR7Ra/eY/zQ0v633uTBWSXJRuldTFPrRJjFUFCQsrigiS9PwgIBOo
				nXVZ4T1gXWXrLMsMQB/YcDYmhxyKsPght/fsSz9Y4BFMWCp2R6IS9ndWwBx8Bv2E
				LsWy9zOcdn+2AjmtUPbf7OvfHCWZEZtm8dwQVrp3tYRemLEB22WsXP/vXn5pK2k/
				DIHi8ISzKlnI9WR0km6jYGJSF4gdeSmRvsablihNsY/Buta3L8HcwYdikySrloEW
				0BUZ2pBXQQQTgD4VZHy2BvLLwNv3Y3EaUsMh1ywFcNIZJya2yelc
				-----END CERTIFICATE REQUEST-----
				----------------------
		- E-Mail senden lassen zu admin@gefeg.com
		- http.conf Datei ändern
			--------------------------------
			SSLCertificateFile      certs/ssl_certificate2.crt
			SSLCertificateKeyFile   certs/gefeg.com.key
			SSLCertificateChainFile certs/IntermediateCA2.crt
			--------------------------------		
- Chat mit Thawte:
	------------------------------
	( 20s ) Stella: Danke, dass Sie den Thawte Live Chat nutzen! Sie chatten jetzt mit Stella.
( 36s ) Stella: Hello Edward
( 1m 26s ) Stella: I do not speak German and i can only provide support in English but if need be, i can use google translate to assist you.
( 1m 32s ) Stella: Will that be okay?
( 1m 39s ) Edward Tanguay: English is ok.
( 1m 54s ) Edward Tanguay: Our problem is that we are not receiving our validation mails for our certificate.
( 2m 2s ) Edward Tanguay: e.g. to admin@gefeg.com
( 2m 24s ) Stella: One moment please while i review your order.
( 3m 44s ) Stella: Is this svn.cbsa.gefeg.com the domain you need to be validated ?
( 3m 52s ) Edward Tanguay: Yes.
( 4m 19s ) Edward Tanguay: We checked in our firewall, and the mails don't see to be reaching us at all.
( 4m 44s ) Stella: The email was sent to domaincontact@reg.xlink.net which is the email address listed on the WHOIS record for this domain.
( 5m 39s ) Edward Tanguay: We explicitly changed domaincontact@reg.xlink.net to admin@gefeg.com in the drop down and resent it.
( 6m 44s ) Stella: One moment please
( 10m 29s ) Stella: I do not see this email on your WHOIS record and we can only be able to send the approval email to the email address on your WHOIS record. Your other options are File Auth or DNS TXT.
( 11m 25s ) Edward Tanguay: But we used this option in the past many times and received the mails at admin@gefeg.com. And we can still choose this in the drop down.
( 12m 23s ) Edward Tanguay: We never had to use File Auth or DNS TXT.
( 14m 33s ) Stella: Can you check again again for me to see if you got the email?
( 15m 19s ) Edward Tanguay: Checking...
( 15m 47s ) Stella: Alright
( 17m 22s ) Stella: Are you coming right with this?
( 17m 40s ) Edward Tanguay: Yes, we received the e-mail.
( 17m 52s ) Edward Tanguay: Will we be able to receive the e-mail in the future without contacting support?
( 20m 10s ) Stella: That will be difficult to answer as the system normally chooses the email addresses in the WHOIS record but needed to make some changes in order to send it to that email. You can put that email on your WHOIS record which will make it easier next time.
( 21m 3s ) Edward Tanguay: Ok, thanks for your help. Good-bye, have a nice day.
( 21m 15s ) Stella: Thank you and same to you!
	----------------------------------
- ,, Herr Weichert schaut nach, wie wir die E-Mail ändern können.",$finished=2019-07-31 13:30 - 2019-07-31 17:30,2019-07-31 11:16:52,systemUnknown
86,Computer von Miriam Greiff vorbereiten,"- (Passwort im Keepass)
- Mail von Melitta:
	------------------------
	- MG ist noch nicht korrekt eingerichtet:
	- Netzwerk-Zugriff auf LW I, K und Z nicht verfügbar
	- Outlook-Zugang geht nicht
	------------------------
- Gruppenzugehörigkeit für eine neue Person
	- (Domänen-Benutzer gefegmbh.local/Users)
	- Mandatory: AD: GEFEG-Berlin
	- Mandatory: AD: GEFEG-Mitarbeiter
	- Mandatory: EA: Alle
	- Optional:  EA: GEFEG Sales
	- Optional:  EA: GEFEG Support
	- Optional:  EA: GEFEG Consulting
- ich an Cecon:
	-----------------------
	beim Einrichten eines Laptops eines neuen Mitarbeiter, erkennt normalerweise Outlook beim Starten automatisch das Outlook-Account von dem eingeloggte Benutzer. 

Aber mit der Mitarbeiterin Miriam Greiff (miriam.greiff) ist das nicht der Fall. Was muss ich tun, damit Outlook automatisch das Account erkennen wird, außer das Outlook-Account einzurichten?
	-----------------------
- mit Herrn Massaccesi das Problem gelöst",$worked=2019-08-01 15:00 - 2019-08-01 16:00; $finished=2019-08-05 08:30 - 2019-08-05 10:00,2019-08-01 15:55:22,systemUnknown
87,"CeCon informieren, dass wir eine neue Version von Trend Micro brauchen","- Mail von Melitta
	--------------------------
	Das Windows Update 1903 kann nicht auf die Rechner installiert werden, da TrendMicro nicht kompatibel ist. 
	Das habe ich heute noch mal auf PC348 getestet.

	Bitte kontaktiere CeCon, damit diese eine kompatible Version von TrendMicro bereitstellen.
	--------------------------
- habe angerufen bei CeCon
	- Herr Gradl sagte, er gibt die Info an Herrn Schwedler weiter und sagt, uns Bescheid, wann die neue Version zur Verfügung steht
- ich an CeCon:
	------------------------------
	wie wir hier lesen:

https://success.trendmicro.com/solution/1119919-deep-security-support-for-windows-10

sollte die letzte Version von TrendMicro (12.0 LTS) kompatibel mit dem Update 1903 sein. 

Und wie ich entnehmen kann, haben wir die Version 10 von TrendMicro, ist das richtig?

Könnten Sie die letzte Version 12 von Trend Micro installieren, damit unsere Rechner problemlos die neueste Windows Updates installieren können?
	---------------------------------------------
- ##trendmicroversion
- Melitta sagt:
	----------------------------
	Da wir die Version 10.0 haben, ist die vorherige Mail nicht relevant.
Für unsere Version gibt es zumindest schon ein englisches Paket, welches kompatibel sein soll. Ob das bei uns eingespielt werden kann, weiß ich nicht.

<https://downloadcenter.trendmicro.com/index.php?clk=tbl&clkval=5257&regs=de&lang_loc=2>
	-------------------------------
- Antwort von CeCon
	----------------------------------
	Trend Micro Deep Security ist ein anderes Produkt und hat auch andere Versionsnummern.

Sie haben im Unternehmen Trend Micro Worry Free Business Security.
Dort ist die Version 10 die aktuelle Version, es gibt noch einen Produkt Patch 1559, den kann ich gerne installieren wenn Sie das möchten.
Aber auch in dem Patch macht Trend Micro keine Angaben ob es mit Windows 10 1903 kompatibel ist.
	-----------------------------------
- 2019-08-23: von Sebastian
	---------------------------------
	kannst du bei CeCon nachfragen, ob sie unseren Trendmicro entsprechende der Sicherheitslücke (siehe unten) aktualisiert haben?
	Trend Micro AntiVirus 2019 (v15.0)
	Trend Micro Internet Security 2019 (v15.0) 
	---------------------------------
- ich an Herrn Weichert:
	------------------------------------
	wir haben folgenden Warnungen zum Trend Micro bekommen:
	Ein lokaler Angreifer kann mehrere Schwachstellen in Trend Micro AntiVirus 2019 (v15.0) und Trend Micro Internet Security 2019 (v15.0) ausnutzen, um Sicherheitsvorkehrungen zu umgehen.
	Quellen:
	- https://esupport.trendmicro.com/en-us/home/pages/technical-support/1123421.aspx 
	- https://esupport.trendmicro.com/en-us/home/pages/technical-support/1123420.aspx
	Von anderer Korrespondenz mit CeCon habe ich folgendes verstanden:
	- Trend Micro Deep Security – wird nicht bei GEFEG verwendet
	- Trend Micro Worry Free Business Security Version 10 – das wird werwendet bei GEFEG
	Ist dann „Trend Micro AntiVirus“ oder „Trend Micro Internet Security“ das gleiche wie „Trend Micro Worry Free Business Security“?
	Haben wir nur ein Produkt von Trend Micro im Einsatz oder nur das eine? Und wo läuft es genau?
	------------------------------------
- 2019-08-26 mit Herrn Weichert gesprochen
	- wir haben nur ein Produkt: ""Worry-Free Business Security""
		- es befindet sich here: https://av.gefeg.com:4343/officescan
		- wir haben Version 10
		- wir haben Patch 1531
		- Herr Weichert wird Patch 1559
- ,, frage Herr Weichert
	- ob er den Patch installiert hat
	- ob ich einen Zugang brauchen zu https://av.gefeg.com:4343/officescan brauche
		- Herr Weichert richtet das ein
	- Herr Weichert: wie wissen wir in der Zukunft, welche Patch installiert ist? Hier und bei anderen Software, siehe Assessment Issue?
- 2019-09-13 Herr Weichert hat geschrieben
	--------------------------
	ich habe gerade das Service Pack 1 für TrendMicro installiert und damit sollte das Problem mit dem Update von Windows 10 1903 behoben sein.
	--------------------------
- .. überprüfe, ob wir all Updates installieren können jetzt, frage Melitta","$worked=2019-08-05 11:00 - 2019-08-05 11:30, 2019-08-06 10:00 - 2019-08-06 11:00, 2019-08-06 12:00 - 2019-08-06 13:00,2019-08-23 09:30 - 2019-08-23 10:30, 2019-09-13 08:30 - 2019-09-13 09:30",2019-08-05 09:07:05,systemUnknown
88,Jour GEFEG,- Michael: Vorraussage Statistik muss genauer werden,$finished=2019-08-05 10:00 - 2019-08-05 11:00,2019-08-05 13:47:02,systemUnknown
89,Bericht von Penetrationstest lesen,"- `C:\WORK\ISSUES\penetrationTest\Bericht Penetrationstest_v1_0.pdf`
- .. lesen","$worked=2019-08-05 11:30 - 2019-08-05 17:00, 2019-08-06 13:00 - 2019-08-06 17:00, 2019-08-07 11:00 - 2019-08-07 17:00, 2019-08-08 09:00 - 2019-08-08 15:00, 2019-08-09 08:30 - 2019-08-09 11:00, 2019-08-09 12:00 - 2019-08-09 17:00, 2019-08-12 08:30- 2019-08-12 17:00, 2019-08-14 08:30 - 2019-08-14 17:00, 2019-08-15 08:30 - 2019-08-15 13:00, 2019-08-15 15:00- 2019-08-15 17:00, 2019-08-21 15:00 - 2019-08-21 17:00,2019-08-29 16:00 - 2019-08-29 17:00",2019-08-05 13:54:54,systemUnknown
90,E-Mails gehen vom Portal www.bits-standards.org nicht heraus,"- ich an Herrn Weichert:
	-----------------
	bei unserem neu installiertem Server, gehen Mails nicht heraus. Wir bekommen folgenden Fehler:

	3 attempts were made to hand the email with the ID '74' over to the SMTP server, but all of them failed. The last error reported was a System.Net.Mail.SmtpFailedRecipientException: Postfach nicht verfügbar. Die Serverantwort war: Relay not permitted

	Haben wir bei der TK-Installation vielleicht diese SMTP-Verbindung geblockt?
	-----------------
- ,, warte auf Antwort von Herrn Weichert
- Herr Weichert anrufen
- von Herrn Gradl
	-----------------------------------------------
	können Sie mir bitte die IP Adresse nennen von dem Server der senden möchte und die Adresse an die der Server die Mail versucht zu übergeben, dann kann ich die Einstellungen anpassen und dann sollte der Server senden können.
	-----------------------------------------------
- www.bits-standards.org
	- 85.214.91.85
	- Email: Morten.Holter@bits.no
- ich an Herrn Gradl
	-----------------------------
	Die IP-Adresse unseres Servers ist 85.214.91.85 und unserer SMTP-Server versucht eine E-Mail an die E-Mail-Adresse Morten.Holter@bits.no zu schicken.
	-----------------------------
- Herr Schwedler hat die 85.214.91.85 im Sophos eingetragen als zugelassener Server
- ,, Melitta versucht es nochmal",$worked=2019-08-06 11:00 - 2019-08-06 12:00,2019-08-06 12:09:22,systemUnknown
91,Put Miriam Greiff in the VPN,"- Aufgabe von Melitta, damit sie diese Mitarbeiterin einrichten kann
- warte bis Melitta sagt, sie wieder aus der Gruppe zu nehmen
- Meriam ist wieder heraugenommen von der VPN Gruppe",$finished=2019-08-08 08:30 - 2019-08-08 09:00,2019-08-08 08:54:03,systemUnknown
92,Warum STRATO22 fällt eine Stunde nacht aus,"- von Frank
- STRATO22 (zugferd-kostenlos.de) fällt zwischen 1:00 und 2:00 aus
- schauen warum die der Fall ist
	- schauen in Windows Logs
		- ereignisanzeigea
			- 08.08.2019 01:06:20
				---------------------------
				Volumeschattenkopie-Dienstfehler: Beim Abfragen nach der Schnittstelle ""IVssWriterCallback"" ist ein unerwarteter Fehler aufgetreten. hr = 0x80070005, Zugriff verweigert
				. Die Ursache hierfür ist oft eine falsche Sicherheitseinstellung im Schreib- oder Anfrageprozess. 				
				---------------------------
	- IVssWriterCallback
		- Erklärung: http://chilltimes.de/2016/09/06/ereignis-ivsswritercallback-verweigert
			-------------------------
			Daran ist ersichtlich, dass der Benutzer NT-AUTORITÄT\Netzwerkdienst keinen Zugriff auf ein Objekt hat. Deswegen müssen diese Rechte angepasst werden. Dies geschieht in dem Fall in der Komponentendienste mmc. Die Eigenschaften vom Computer-Objekt müssen aufgerifen werden:
			-------------------------
		- Die Lösung ist der Benutzer Netzwerkdienst muss hinzugefügt werden mit den Berechtigungen Lokaler Zugriff auf Zulassen
		- ich habe diese Änderungen gemacht.
- ,, schauen morgen (2019-08-09), ob keine Fehlermeldung kommt",$worked=2019-08-08 15:00 - 2019-08-08 17:00,2019-08-08 15:53:47,systemUnknown
93,"Ermögliche, dass Ulrike auf die WEMAS Datenbank kommt","- Ulrike möchte Support von VEMAS anrufen
- Normalerweise ermöglicht Thomas den Zugang für die, wenn sie an die Datenbenk kommen möchten während der Online-Sesson
- Thomas ist nicht da
- ich kann das machen, in dem ich auf AD-01 (wo Vemas ist) und einlogge mit meinem Passwort
- she logged out when she was finished",$finished=2019-08-09 11:00 - 2019-08-09 12:00,2019-08-09 10:52:59,systemUnknown
94,Notizen vom Meeting mit Herrn Weichert 2019-08-13,"- Herr Weichert Themen:
	- x Wo ist der NAT, und passwort usw.
	- .. make new (von Frank) https://www.whois.com/whois/gefeg.com
		- warum domaincontact@reg.xlink.net für svn.cbsa.gefeg.com
			- sonst mussen wir chat...
	- x Herr Weichert, was ist das Passwort für unser Filezilla auf AD-01
	- x backup mails
		- : Failed to prepare guest for hot backup. Error: VSSControl: -2147467259 Backup job failed. Cannot create a shadow copy of the volumes containing writer's data. VSS asynchronous operation is not completed. Operation: [Shadow copies commit]. Code: [0x8004231f].
		- 2019-08-12 08 12:28 und 10:00 mails mit Errors
			Error: VSSControl: -2147467259 Backup job failed. Cannot create a shadow copy of the volumes containing writer's data. VSS asynchronous operation is not completed. Operation: [Shadow copies commit]. Code: [0x8004231f].
	- gftask: tägliche Checkliste
		- backups
		- Monitoring
	- Trend Micro
	- harden the BITS Server
	- info: gefeg wiki
	- info: alle dokumente
	- info: haupt aufgaben finden wieder und als info 	
	- E-Mail gray lister
	- labor maschine hinzufügen
	- vacation mails
	- pen test report
- https://192.168.30.250
	- Octopus
		- edward.tanguay (keypass local, ""TK-Anlage - Octopus FX Assistant"")
		- Einrichtung
			- Endgeräte
				- UP0-Endgeräte
- gftask
	- alle MAC-Adressen für GEFEG WLAN
	- vpn.gefeg.com:4444
		- admint
			- Definition  Bennutzer
				- Netwwerk def
				- MAC-Adress
			- Wireless Protection
				- WLAN-Clients
				- zu allen Rechner gehen, und WLAN MAC-Adresse 
- VLAN	
- wenn NAT dann nur in einem DMZ
	- gab vorher DMZ 
	- gibt es noch am VLAN
	- alarmanlage
		- hängt im normalen Netz
- gftask: keypass 
- sophos
	- zwei Interfaces
		- 1. https://vpn.gefeg.com:4444
			- edward.tanguay, windows-passwort
		- 2. ...
- vpn
	- https://vpn.gefeg.com:4444
	- admint
- alle mails sehen
	- https://vpn.gefeg.com:4444
	- admint
	- mail log
- Exchange Admin Center
	- admint
- neuer Bentutzer
	- erst in AD-01
	- dann in Outlook Exchange, existing user
- .. Notizen verarbeiten",$worked=2019-08-13 08:30 - 2019-08-13 14:00,2019-08-13 13:17:37,systemUnknown
95,Exception auf dem BITS-Server lösen,"- E-Mail von Melitta
	-----------------------------------
	Attempt to reset password with an invalid validation code: pr-3d96ee29-6bfc-44a3-8e97-98a6674954a4.
	THE EXCEPTION
	System.InvalidOperationException: Attempt to reset password with an invalid validation code: pr-3d96ee29-6bfc-44a3-8e97-98a6674954a4.
   at Gefeg.Portal.Bootstrapper.Controllers.AccountController.ResetPassword(String vc)
   at lambda_method(Closure , ControllerBase , Object[] )
   at System.Web.Mvc.ReflectedActionDescriptor.Execute(ControllerContext controllerContext, IDictionary`2 parameters)
   at System.Web.Mvc.ControllerActionInvoker.InvokeActionMethod(ControllerContext controllerContext, ActionDescriptor actionDescriptor, IDictionary`2 parameters)
   at System.Web.Mvc.Async.AsyncControllerActionInvoker.b__39(IAsyncResult asyncResult, ActionInvocation innerInvokeState)
   at System.Web.Mvc.Async.AsyncResultWrapper.WrappedAsyncResult`2.CallEndDelegate(IAsyncResult asyncResult)
   at System.Web.Mvc.Async.AsyncControllerActionInvoker.EndInvokeActionMethod(IAsyncResult asyncResult)
   at System.Web.Mvc.Async.AsyncControllerActionInvoker.AsyncInvocationWithFilters.b__3d()
   at System.Web.Mvc.Async.AsyncControllerActionInvoker.AsyncInvocationWithFilters.<>c__DisplayClass46.b__3f()
   at System.Web.Mvc.Async.AsyncControllerActionInvoker.AsyncInvocationWithFilters.<>c__DisplayClass46.b__3f()
   at System.Web.Mvc.Async.AsyncControllerActionInvoker.EndInvokeActionMethodWithFilters(IAsyncResult asyncResult)
   at System.Web.Mvc.Async.AsyncControllerActionInvoker.<>c__DisplayClass21.<>c__DisplayClass2b.b__1c()
   at System.Web.Mvc.Async.AsyncControllerActionInvoker.<>c__DisplayClass21.b__1e(IAsyncResult asyncResult)
	-----------------------------------
- .. schaue den Server an:
	- volle Fehlermeldung
	--------------------------
	Request Url that leads to error: /gp/bits/account/resetpassword?vc=pr-3d96ee29-6bfc-44a3-8e97-98a6674954a4.

	[System.InvalidOperationException] Attempt to reset password with an invalid validation code: pr-3d96ee29-6bfc-44a3-8e97-98a6674954a4.

	THE EXCEPTION
	System.InvalidOperationException: Attempt to reset password with an invalid validation code: pr-3d96ee29-6bfc-44a3-8e97-98a6674954a4.
	   at Gefeg.Portal.Bootstrapper.Controllers.AccountController.ResetPassword(String vc)
	   at lambda_method(Closure , ControllerBase , Object[] )
	   at System.Web.Mvc.ReflectedActionDescriptor.Execute(ControllerContext controllerContext, IDictionary`2 parameters)
	   at System.Web.Mvc.ControllerActionInvoker.InvokeActionMethod(ControllerContext controllerContext, ActionDescriptor actionDescriptor, IDictionary`2 parameters)
	   at System.Web.Mvc.Async.AsyncControllerActionInvoker.<BeginInvokeSynchronousActionMethod>b__39(IAsyncResult asyncResult, ActionInvocation innerInvokeState)
	   at System.Web.Mvc.Async.AsyncResultWrapper.WrappedAsyncResult`2.CallEndDelegate(IAsyncResult asyncResult)
	   at System.Web.Mvc.Async.AsyncControllerActionInvoker.EndInvokeActionMethod(IAsyncResult asyncResult)
	   at System.Web.Mvc.Async.AsyncControllerActionInvoker.AsyncInvocationWithFilters.<InvokeActionMethodFilterAsynchronouslyRecursive>b__3d()
	   at System.Web.Mvc.Async.AsyncControllerActionInvoker.AsyncInvocationWithFilters.<>c__DisplayClass46.<InvokeActionMethodFilterAsynchronouslyRecursive>b__3f()
	   at System.Web.Mvc.Async.AsyncControllerActionInvoker.AsyncInvocationWithFilters.<>c__DisplayClass46.<InvokeActionMethodFilterAsynchronouslyRecursive>b__3f()
	   at System.Web.Mvc.Async.AsyncControllerActionInvoker.EndInvokeActionMethodWithFilters(IAsyncResult asyncResult)
	   at System.Web.Mvc.Async.AsyncControllerActionInvoker.<>c__DisplayClass21.<>c__DisplayClass2b.<BeginInvokeAction>b__1c()
	   at System.Web.Mvc.Async.AsyncControllerActionInvoker.<>c__DisplayClass21.<BeginInvokeAction>b__1e(IAsyncResult asyncResult)

	THE REQUEST
	GET->https://www.bits-standards.org/gp/bits/account/resetpassword?vc=pr-3d96ee29-6bfc-44a3-8e97-98a6674954a4.
	From IP: 52.87.171.209
	Accept: text/html,application/xhtml+xml,application/xml;q=0.9,image/webp,image/apng,*/*;q=0.8
	Accept-Encoding: gzip
	Accept-Language: en-US,en;q=0.9
	Host: www.bits-standards.org
	User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36

	THE ENVIRONMENT
	Machine Name: H2839423 (85.214.91.85)
	OS: Microsoft Windows NT 6.3.9600.0 (64 bit)
	.net Version: 4.0.30319.42000
	AppDomain: /LM/W3SVC/1/ROOT/gp-1-132100639691494563
	Process WorkingSet: ~ 324.67 MB
	Loaded Gefeg Assemblies:
	Gefeg.Portal.Bootstrapper, Version=4.8.0.0, Culture=neutral, PublicKeyToken=null
	->file:///D:/inetpub/wwwroot/gp/bin/Gefeg.Portal.Bootstrapper.DLL
	Gefeg.Portal.Kernel, Version=4.8.0.0, Culture=neutral, PublicKeyToken=c3c0a40c086d1351
	->file:///D:/inetpub/wwwroot/gp/bin/Gefeg.Portal.Kernel.DLL
	Gefeg.Portal.Utilities, Version=4.8.0.0, Culture=neutral, PublicKeyToken=e9bf1f3f780887ac
	->file:///D:/inetpub/wwwroot/gp/bin/Gefeg.Portal.Utilities.DLL
	Gefeg.Portal.Permissions, Version=4.8.0.0, Culture=neutral, PublicKeyToken=778446cab8152193
	->file:///D:/inetpub/wwwroot/gp/bin/Gefeg.Portal.Permissions.DLL
	Gefeg.Portal.FOP, Version=4.8.0.0, Culture=neutral, PublicKeyToken=238921c6390911b9
	->file:///D:/inetpub/wwwroot/gp/bin/gefeg.portal.fop.DLL
	Gefeg.Portal.HttpHandler, Version=4.8.0.0, Culture=neutral, PublicKeyToken=null
	->file:///D:/inetpub/wwwroot/gp/bin/gefeg.portal.httphandler.DLL
	Gefeg.Portal.Migrations, Version=4.8.0.0, Culture=neutral, PublicKeyToken=null
	->file:///D:/inetpub/wwwroot/gp/bin/gefeg.portal.migrations.DLL
	Gefeg.Portal.Plugin.Floating, Version=4.8.0.0, Culture=neutral, PublicKeyToken=null
	->file:///D:/inetpub/wwwroot/gp/bin/gefeg.portal.plugin.floating.DLL
	Gefeg.Portal.Plugin.REST, Version=4.8.0.0, Culture=neutral, PublicKeyToken=null
	->file:///D:/inetpub/wwwroot/gp/bin/gefeg.portal.plugin.rest.DLL
	Gefeg.Portal.Plugin.SCOBDO, Version=4.8.0.0, Culture=neutral, PublicKeyToken=null
	->file:///D:/inetpub/wwwroot/gp/bin/gefeg.portal.plugin.scobdo.DLL
	Gefeg.Portal.Plugin.TreeTable, Version=4.8.0.0, Culture=neutral, PublicKeyToken=null
	->file:///D:/inetpub/wwwroot/gp/bin/gefeg.portal.plugin.treetable.DLL
	Gefeg.Portal.Plugin.TreeTableCore, Version=4.8.0.0, Culture=neutral, PublicKeyToken=f97b9e3173db8ed7
	->file:///D:/inetpub/wwwroot/gp/bin/gefeg.portal.plugin.treetablecore.DLL
	Gefeg.Portal.Plugin.Validation, Version=4.8.0.0, Culture=neutral, PublicKeyToken=null
	->file:///D:/inetpub/wwwroot/gp/bin/gefeg.portal.plugin.validation.DLL
	Gefeg.Portal.Preprocessor.SwissQr, Version=4.8.0.0, Culture=neutral, PublicKeyToken=2e1e8f23f459bf2b
	->file:///D:/inetpub/wwwroot/gp/bin/gefeg.portal.preprocessor.swissqr.DLL
	Gefeg.Portal.Reporter, Version=4.8.0.0, Culture=neutral, PublicKeyToken=c45b2184ad649977
	->file:///D:/inetpub/wwwroot/gp/bin/gefeg.portal.reporter.DLL	
	--------------------------
- Melitta gefragt, ob sie ihr Passwort zurücksetzen kann
	- hat sie gemacht
- Dieses Problem ist nicht wieder aufgetaucht.",$finished=2019-08-13 15:00 - 2019-08-13 16:00,2019-08-13 13:24:06,systemUnknown
