id,category,title,rank,body,extras,systemWhenCreated,systemWhoCreated
144,ES6,100 ES6 Questions and Answers,3.5,"- sources
	- https://exploringjs.com/es6/ch_overviews.html
- **1. What are the new features in ES6?**
	- 1. let and const declaration, 2. default parameters, 3. arrow functions, 4. template literals, 5. object literals, 6. spread operators and rest parameters, 7. destructuring assignment, 8. modules, 9. classes, 10. iterators/generators, 11. promises/async/await, 12. Set, 13. Map, 14. Symbol, 15. for..in / for..of / forEach, 16. map(), filter(), find(), reduce(), 17. every() / some(), 18. include() / search()",$place=hm,2020-09-05 17:51:52,systemUnknown
145,MySQL,100 MySQL Questions and Answers,3.5,"- sources
	- https://career.guru99.com/top-50-mysql-interview-questions-answers/
- **1. Differentiate between FLOAT and DOUBLE? **
	- Doubles are just like floats, except for the fact that they are twice as large. This allows for a greater accuracy.
- **2. Differentiate CHAR_LENGTH and LENGTH**
	- CHAR_LENGTH is character count whereas the LENGTH is byte count. The numbers are same for Latin characters but they are different for Unicode and other encodings.
- **3. What are the different kinds of tables?**
	- **INNO DB** - SELECT wird schneller ausgeführt, as of MySQL 5.5 the default storage engine, InnoDB has row-level locking. MyISAM only has full table-level locking
	- **MyISAM** - Häufiger genutzt und gängigster Standard 
	- **Heap** - refers to a table created with the MEMORY storage engine, the MEMORY storage engine does not persist any data to disk; it holds data in RAM
	- **Merge** - when you create a MERGE table, MySQL creates a . MRG file on disk that contains the names of the underlying MyISAM tables that should be used as one.
	- **ISAM** - The original storage engine in MySQL was the ISAM engine, the only storage engine available until MySQL 3.23, Due to the deprecated status of ISAM, and because MyISAM is an improvement over ISAM, you are advised to convert any remaining ISAM tables to MySAM as soon as possible.",$place=hm,2020-09-08 01:05:49,systemUnknown
146,Jenkins,Install Jenkins on Ubuntu,3.5,"- <H|If you just want to install Jenkins quickly, skip down to the sections labeled ""These instructions work""|H>
- prepare to install Jenkins
	- `sudo su -`
	- install Java: 
		- `apt-get -y install openjdk-8-jdk`
	- `wget -q -O - http://pkg.jenkins-ci.org/debian-stable/jenkins-ci.org.key | apt-key add -`
	- `sudo sh -c 'echo deb https://pkg.jenkins.io/debian-stable binary/ > /etc/apt/sources.list.d/jenkins.list'`
	- `apt-get update && apt-get upgrade -y`
- install Jenkins
	- `sudo apt-get install jenkins`
	- `sudo service jenkins start`
- in browser:
	- `http://localhost:8080`
		- failed: unable to connect
- VARIOUS: might be helpful
	- firewall commands
		------------------
		sudo ufw allow 8080
		sudo ufw status
		sudo ufw enable
		------------------
- installing on Ubuntu Server
	- `apt-get -y install openjdk-8-jdk`
	- `wget -q -O - http://pkg.jenkins-ci.org/debian-stable/jenkins-ci.org.key | apt-key add -`
	- `sudo sh -c 'echo deb https://pkg.jenkins.io/debian-stable binary/ > /etc/apt/sources.list.d/jenkins.list'`
	- `sudo apt-get install jenkins`
	- `sudo apt-get install Jenkins`
		- unable to locate
	- `sudo apt update`
	- `sudo apt install Jenkins`
		- unable to locate
	- OK, NOW TRYING THIS: https://phoenixnap.com/kb/install-jenkins-ubuntu
		- `wget –q –O - https://pkg.jenkins.io/debian/jenkins.io.key | sudo apt-key add –`
			- said it couldn't add ""-""
		- `sudo nano /etc/apt/sources.list` and add at end:
			--------------------------
			#  Jenkins software repository
			deb https://pkg.jenkins.io/debian binary
			--------------------------
		- save with CTRL-O, enter, CTRL-X
		- `sudo apt update`
			- malformed entry 51 in list file /etc/apt/sources.list (the line we just added)
		- `sudo apt install Jenkins`
			- malformed entry 51 in list file /etc/apt/sources.list (the line we just added)
- TRYING AGAIN:
	- https://linuxize.com/post/how-to-install-jenkins-on-ubuntu-18-04/
	- (install Java)
	- `wget -q -O - http://pkg.jenkins-ci.org/debian-stable/jenkins-ci.org.key | apt-key add -`
		- ok
	- `sudo sh -c 'echo deb http://pkg.jenkins.io/debian-stable binary/ > /etc/apt/sources.list.d/jenkins.list'`
	- `sudo apt update`
		-----------------------------
		Hit:1 http://de.archive.ubuntu.com/ubuntu focal InRelease
		Hit:2 http://de.archive.ubuntu.com/ubuntu focal-updates InRelease
		Hit:3 http://de.archive.ubuntu.com/ubuntu focal-backports InRelease
		Hit:4 http://de.archive.ubuntu.com/ubuntu focal-security InRelease
		Ign:5 https://pkg.jenkins.io/debian-stable binary/ InRelease
		Get:6 https://pkg.jenkins.io/debian-stable binary/ Release [2,044 B]
		Get:7 https://pkg.jenkins.io/debian-stable binary/ Release.gpg [833 B]
		Ign:7 https://pkg.jenkins.io/debian-stable binary/ Release.gpg
		Reading package lists... Done
		W: GPG error: https://pkg.jenkins.io/debian-stable binary/ Release: The following signatures couldn't 
		be verified because the public key is not available: NO_PUBKEY FCEF32E745F2C3D5
		E: The repository 'http://pkg.jenkins.io/debian-stable binary/ Release' is not signed.
		N: Updating from such a repository can't be done securely, and is therefore disabled by default.      
		N: See apt-secure(8) manpage for repository creation and user configuration details.
		-----------------------------
	- `sudo apt install jenkins`
		----------------------------------
		root@ubuntu-server:~# sudo apt install jenkins
		Reading package lists... Done
		Building dependency tree       
		Reading state information... Done
		Package jenkins is not available, but is referred to by another package.
		This may mean that the package is missing, has been obsoleted, or
		is only available from another source
		E: Package 'jenkins' has no installation candidate
		----------------------------------
	- Asked Server Fault question: [Installing Jenkins on Ubuntu tells me: Package jenkins has no installation candidate](https://serverfault.com/questions/1034893/installing-jenkins-on-ubuntu-tells-me-package-jenkins-has-no-installation-can)
		- reinstalling based on answer to above question
		- <H|These instructions work:|H>
		- install Java: `apt-get -y install openjdk-8-jdk` (version 14)
		- import GPG key (GNU Privacy Guard): `wget -q -O - https://pkg.jenkins.io/debian/jenkins.io.key | sudo apt-key add -`
			- OK
		- add file and line for importing: `sudo sh -c 'echo deb http://pkg.jenkins.io/debian-stable binary/ > /etc/apt/sources.list.d/jenkins.list'`
		- `sudo apt update`
			---------------------
			Ign:1 https://pkg.jenkins.io/debian-stable binary/ InRelease
			Get:2 https://pkg.jenkins.io/debian-stable binary/ Release [2,044 B]
			Get:3 https://pkg.jenkins.io/debian-stable binary/ Release.gpg [833 B]
			Get:4 https://pkg.jenkins.io/debian-stable binary/ Packages [18.4 kB]
			Hit:5 http://de.archive.ubuntu.com/ubuntu focal InRelease
			Hit:6 http://de.archive.ubuntu.com/ubuntu focal-updates InRelease
			Hit:7 http://de.archive.ubuntu.com/ubuntu focal-backports InRelease
			Hit:8 http://de.archive.ubuntu.com/ubuntu focal-security InRelease
			Fetched 21.3 kB in 1s (21.3 kB/s)
			Reading package lists... Done
			Building dependency tree       
			Reading state information... Done
			2 packages can be upgraded. Run 'apt list --upgradable' to see them.
			---------------------
		- `sudo apt install jenkins`
			- %% Jenkins installed (once we had correct GPG key)
- Installing again on Ubuntu with GUI:
	- <H|These instructions work, and show you how to set up Jenkins:|H>
	- install Java: `sudo apt-get -y install openjdk-8-jdk` (version openjdk 1.8.0_265)
	- import GPG key (GNU Privacy Guard): `wget -q -O - https://pkg.jenkins.io/debian/jenkins.io.key | sudo apt-key add -`
		- OK
	- add file and line for importing: `sudo sh -c 'echo deb http://pkg.jenkins.io/debian-stable binary/ > /etc/apt/sources.list.d/jenkins.list'`		
	- `sudo apt update`
	- `sudo apt install jenkins`
	- browser: http://localhost:8080
		- shows *Unlock Jenkins* page
		- `sudo cat /var/lib/jenkins/secrets/initialAdminPassword`
		- type in password
		- install suggested plugins
		- create admin user (for testing): test, test, Admin, (no e-mail, actually it hung, so I typed in an e-mail and it worked)
		- keep suggested URL: localhost:8080",$place=hm,2020-09-09 16:16:06,systemUnknown
147,Hyper-V,Get an Ubuntu machine running in Hyper-V,3.5,"- Actions: Quick create
- Ubuntu 20.04
	- this didn't work
- finding a new machine
	- https://ubuntu.com/download/desktop
	- download as `.iso` file
- New > Virtual Computer
	- accept all defaults 
		- EXCEPT on network card, change ""not connected"" to ""default switch""
	- last step: find and click on .iso file
	- install operating system
	- restart
	- it says: ""please remove the installation medium""
		- click on the ""switch off"" button (black square in circle)
		- then restart
	- this restart shows a black screen for 30 seconds or so, just wait
- log in
- set up file sharing
	- skip this first, but it may be necessary:
		- https://linuxhint.com/shared_folders_hypver-v_ubuntu_guest/
		- in windows, search for ""Turn Windows Features on or off""
			- turn on both SMB services
			- OK and reboot
			- turn on sharing in ""Advanced sharing settings""
	- in Windows, get ip with `ipconfig`
	- in Ubuntu, goto e.g.: `http://192.168.47.1/share.txt`
- change background 
	- https://www.pixelstalk.net/solid-color-hd-wallpapers
	- save file
	- right click, set as background graphic
- make small icons on left
	- settings > appearance > icon size > 30
- customize
	- icons: delete everything but firefox, files, and ubuntu software
	- add terminal: bottom dots icon, right-click terminal, add to favorites
- %% everything installed",$place=hm,2020-09-10 00:51:21,systemUnknown
148,PHP,"Get Ubuntu working as developer web server and connected to Windows with Apache, MySQL, PHP, MySQL Workbench, WinSCP, DB Browser for SQLite",4.98,"- install Ubuntu as virtual machine
	- as minimal
- install Apache
	- `sudo apt-get update`
	- `sudo apt-get install apache2`
		- hm: first had to type:
			- `sudo dpkg --configure -a`
			- `sudo apt --fix-broken install`
	- `sudo service apache2 start`
	- in browser: `http://localhost`
		- worked: wk, hm
	- wk, hm
		- from virtual-pc can access websites on host
	- getting host ot access virtual-pc
		- https://stackoverflow.com/questions/15579216/how-to-access-a-web-server-installed-on-hyper-v
		- https://www.andrewconnell.com/allowing-a-host-machine-to-talk-to-guest-vms-in-hyper-v/
		- couldn't get this to work
- install PHP
	- `sudo apt-get install php libapache2-mod-php php-mysql`
	- `sudo service apache2 restart`
	- `cd /var/www/html`
	- `sudo nano phpinfo.php`
		-----------------
		<?php
		phpinfo();
		-----------------
	- in browser: `http://localhost/phpinfo.php`
- install mysql
	- `sudo apt-get install mysql-server`
	- `sudo mysql_secure_installation utility`
		- y for validate passwords
		- 0 for low
		- enter password: ""rootroot"" (for testing)
		- y to accept the password
		- then enter (no) for all remaining questions
	- turn on password authentication
		- `sudo mysql`
		- `select user, authentication_string from mysql.user;`
		- `alter user root@localhost identified with mysql_native_password by 'rootroot';`
		- `flush privileges;`
		- `exit`
		- `mysql -u root -p`
- install MySQL Workbench
	- `sudo apt-get install mysql-workbench`
		- ERROR: Unable to locate package mysql-workbench
		- 2020-09: no answers worked, seemed to have been taken down
	- http://dev.mysql.com/downloads/workbench
		- choose software installer: Failed to install file: not supported
	- Ubuntu Software
		- (add to favorites)
		- search: `workbench`
		- select: Mysql Workbench Community
			- (it installed but made the screen resolution smaller, manually changed it back)
		- add workbench to favorites
	- start workbench
		- click 3306 box
			- error: ""Your connection attempt failed for user root to the MySQL server at localhost:3306""
				- this fixed it: `sudo snap connect mysql-workbench-community:password-manager-service :password-manager-service`
		- fix font problem: all characters in query window as I type are boxes
			- https://stackoverflow.com/questions/63696603/display-errors-in-mysql-workbench
			- this fixed the font problem (apparently a problem in Ubuntu 20.04)
				-----------------------
				rm -rf ~/.cache/fontconfig 
				sudo fc-cache -r -v
				find ~/snap/mysql-workbench-community/ -name 'fontconfig'
				rm -rf ~/snap/mysql-workbench-community/common/.cache/fontconfig/
				-----------------------
		- schemas are databases
			- one named sys (you have to click the right/left arrows)
			- create tables and enter data
- virtual directory
	- make `/home/test/webs/testapp/index.html`
		--------------
		this is a <b>test</b>
		--------------
	- `sudo vi /etc/apache2/sites-available/000-default.conf`
		-------------------------
		<VirtualHost *:80>
			ServerAdmin webmaster@localhost
			DocumentRoot /home/test/webs

			ErrorLog ${APACHE_LOG_DIR}/error.log
			CustomLog ${APACHE_LOG_DIR}/access.log combined

			<Directory /home/test/webs>
				Options FollowSymLinks
				AllowOverride All
				Order deny,allow
				Require all granted
			</Directory>
		</VirtualHost>
		-------------------------
	- `sudo a2ensite testapp.conf`
	- `sudo service apache2 reload`
	- %% virtual directory works
- vscode			
	- install
		- Ubuntu Software
		- search: vscode
		- install
	- add to favorites			
- get PHP page connected to MySQL
	- create read-only user
		---------------------
		use mysql;
		select user from user;
		create user reader@localhost identified by 'readread';
		select user from user;
		grant select on testapp.* to reader@localhost;
		---------------------
	- add this page: `/var/www/html/showdb.php`
		------------------------
		<?php
		$servername = ""localhost"";
		$username = ""reader"";
		$password = ""readread"";
		$dbname = ""testapp"";

		// Create connection
		$conn = new mysqli($servername, $username, $password, $dbname);
		// Check connection
		if ($conn->connect_error) {
		  die(""Connection failed: "" . $conn->connect_error);
		}

		$sql = ""SELECT id, name FROM servers"";
		$result = $conn->query($sql);

		if ($result->num_rows > 0) {
		  // output data of each row
		  while($row = $result->fetch_assoc()) {
			echo ""id: "" . $row[""id""]. "" - Name: "" . $row[""name""] . ""<br>"";
		  }
		} else {
		  echo ""0 results"";
		}
		$conn->close();
		------------------------
- install and setup DB Browser for SQLite
	- install
		- sudo add-apt-repository ppa:linuxgndu/sqlitebrowser-testing
		- sudo apt-get update && sudo apt-get install sqlitebrowser
	- add to favorites
	- open up sqlite file",,2020-09-10 17:19:03,systemUnknown
149,VirtualBox,Connect Ubuntu to Windows network so machines can access each other,3.5,"- Ubuntu installed and running in VirtualBox
	- enable Ubuntu to access host
		- host machine is: 192.168.241.1
		- `ping 192.168.241.1` works
		- in browser: `http://192.168.241.1:29990` brings up Node site on host
	- enable host to access Ubuntu
		- ifconfig shows IP as 10.0.2.15##ifconfigij
		- Apache is running on localhost
			- `http://localhost` bring up Apache page
			- created page `/var/www/html/test.html`
			- `http://localhost/test.html` shows it
			- `http://10.0.2.15/test.html` shows it as well
		- connect it to Windows network (random IP)
			- in VirtualBox: File > Host-only network manager
				- Server address: 192.168.188.100
				- Server mask: 255.255.255.0
			- Virtualbox VM settings: 
				- **added another adapter: network bridge, realttek USB GbE Family Controller**
			- start Ubuntu virtual machine
				- ifconfig says IP is now 192.168.30.142
					- it seems to be chosen randomly
				- ping to 192.168.30.142 works
				- internal: http://192.168.30.142/test.html works
				- from Windows host: http://192.168.30.142/test.html works
		- connect it to Windows network with manual IP
			- on machine: host-only adapter (the one we created above with 192.168.188.100
				- windows can no longer connect with browser
					- (switched it back to ""network bridge, realttek USB GbE Family Controller"" and it worked)
			- again: on machine: host-only adapter (the one we created above with 192.168.188.100
				- created file `/etc/network/interfaces`
					-----------------------
					auto enp0s8
					iface enp0s8 inet static
					address 192.168.188.101
					netmask 255.255.255.0
					-----------------------
				- restart: could not start:
					- ""Failed to open/create the internal network 'HostInterfaceNetworking-VirtualBox Host-Only Ethernet Adapter' (VERR_INTNET_FLT_IF_NOT_FOUND).""
	- **RESULT: cannot set the IP manually, have to leave it at the randomly set 192.168.30.142**
- connect via Putty
	- 192.168.30.142, SSH, port 22
- setup WinSCP to connect and copy files
	- enable SSH connection
		- sudo apt-get install openssh-server
	- downloading 5.17.7
		- https://winscp.net/download/WinSCP-5.17.7-Setup.exe
	- connect with SCP, 192.168.30.142, port 22
- %% everything works exchange manual IP assignment",,2020-09-11 13:55:05,systemUnknown
150,Linux,Install Ubuntu Server on VirtualBox,3.5,"- download Ubuntu Server ISO
	- https://releases.ubuntu.com/20.04](https://releases.ubuntu.com/20.04/)
	- download 64-bit PC (AMD64) server install image
	- ubuntu-20.04.1-live-server-amd64.iso
- create machine at VirtualBox
	- create, name: Ubuntu Server
		- (64bit)
		- 1GB RAM
		- 100 GB hard drive
		- Network: NAT Network
			- hm: ""No NAT Network name is currently specified"" message
				- so chose: bridge, TP-Link
			- wk: choose NAT Network and NatNetwork
			- wk@hm: 
				- could not access Realtek USB which worked at wk
				- VirtualBox Host-Only Ethernet Adapter is not a Bridged Adapter interface
				- VirtualBox Host-Only #2: ""will appear to work but cannot connect""
				- WORKED: Network Bridge, Killer Wireless-n/a/ac 1535 Wireless Network Adapter
			- wk@hm.live-server:
				- Network Bridge, Killer Wireless-n/a/ac 1535 Wireless Network Adapter
					- got DHCPv4 192.168.2.113/24	
			- hm.live-server
				- Network Bridge, TP-Link Wireless N PCI Exprses Adapter
					- got ""SQUASHFS error: sb_bread failed reading block"" but this probably some other problem 
			- hm.desktop
				- Network Bridge, TP-Link Wireless N PCI Exprses Adapter
					- working better than hm.live-server above
					- black screen now over five minutes
				- ok hm.windows10 didn't work either
			- NOTES:
				- https://www.nakivo.com/blog/virtualbox-network-setting-guide/
				- NAT: 
					- A guest machine is not accessible from a host machine, or from other machines in the network when the NAT mode is used for VirtualBox networking.	
					- only for Internet access
				- NAT Network	
					- If you use the NAT Network mode for multiple virtual machines, they can communicate with each other via the network. 
					- You **cannot access the guest machine from the host machine** when using the NAT Network mode 
					- If you use the NAT Network mode for multiple virtual machines, they can communicate with each other via the network.
				- Bridged Adapter
					- This network mode can be used to run servers on VMs that must be fully accessible from a physical local area network. 
				- Internal Network
					- VMs connected to this network can communicate with each other, but they cannot communicate with a VirtualBox host machine, or with any other hosts in a physical network or in external networks.
				- Host-only Adapter
					- A VM **can communicate with other VMs connected to the host-only network, and with the host machine**. The VirtualBox host machine can access all VMs connected to the host-only network.
					- You can edit settings of this VirtualBox network by going to File > Host Network Manager.
		- Storage: empty, attach .iso file
	- start machine
		- hm: choose .iso file again
		- wk: didn't have to choose .iso again
	- installation
		- text-based
		- choice between Ubuntu Server or MAAS
			- Self-service, remote installation of Windows, CentOS, ESXi and Ubuntu on real servers turns your data centre into a bare metal cloud.
			- Metal As A Service
- login from host
	- setup SSH on virtual machine
		- `sudo apt-get install openssh-server openssh-client`
	- connect via SSH
		- from command line: `ssh test@192.168.2.113`
	- connect via WinSCP
		- SCP, 192.168.2.113, 22
- connect with key-pair
	- setup on server
		- on client
			- `ssh-keygen` 
			- accept all defaults
			- look in .ssh
			- `id_rsa` is private key
			- `id_rsa.pub` is public key
		- log into server with password
			- `mkdir .ssh`
			- with winscp, copy public key here and rename as `authorized_keys`
		- tell ssh to accept only keys
			- `sudo vi /etc/ssh/sshd_config`
			- search for `Permit`
				- change to `PermitRootLogin`
			- uncomment `PubkeyAuthentication yes`
			- `PasswordAuthentication no`
		- restart ssh service
			- `sudo systemctl restart sshd`
		- logout from server
	- with SSH
		- `ssh test@192.168.227.115`
			- or if you change the name of the file: `ssh test@192.168.227.115 -i .ssh/id_rsa`
	- with WinSCP
		- parameters, authentication, C:\Users\ADMIN\id_rsa
		- it's converted to: C:\Users\ADMIN\.ssh\id_rsa.ppk
	- with putty",$place=hm,2020-09-13 03:01:20,systemUnknown
151,Ubuntu,Install Apache on Ubuntu Server virtual machine,3.5,"- install Apache
	- `sudo apt install apache2`
	- `systemctl status apache2`
	- `sudo less /etc/apache2/apache2.conf`
		- shows tree of conf sites
	- `sudo vi /etc/apache2/sites-available/000-default.conf`
		- conf file for main site
		- you need an A record at your domain registrar or a DNS server of your own
		- if you add a new file, you have to enable it with `sudo a2ensite testapp.conf`
		- change to:
			-------------------------
			<VirtualHost *:80>
				ServerAdmin webmaster@localhost
				DocumentRoot /home/test/webs
				ErrorLog ${APACHE_LOG_DIR}/error.log
				CustomLog ${APACHE_LOG_DIR}/access.log combined

				<Directory /home/test/webs>
					Require all granted
				</Directory>
			</VirtualHost>
			-------------------------
	- pub files here: `/home/test/webs`
	- open up firewall for port 80
		- `sudo ufw allow 80/tcp`
- SSL on site
	- `openssl req -x509 -newkey rsa:2048 -keyout mycert.key -out mycert.crt -days 365 -nodes`
	- `sudo cp mycert.crt /etc/ssl/certs/`
	- `sudo cp mycert.key /etc/ssl/private/`
	- `sudo vi /etc/apache2/sites-available/default-ssl.conf`
		---------------------------------
		SSLCertificateFile      /etc/ssl/certs/mycert.crt
		SSLCertificateKeyFile /etc/ssl/private/mycert.key
		---------------------------------
	- `sudo a2ensite default-ssl.conf`
	- `sudo a2enmod ssl`
	- `systemctl reload apache2`
	- `sudo ufw allow 443/tcp`
	- %% SSL works",,2020-09-13 14:34:31,systemUnknown
152,ES6,"Node/Express application that allows user to display, search and save information in a JSON file",3.5,"- this will be framework: node-express-vue-json
	- This is a minimal implementation of a Node/Express/EJS site that has one page which displays data from a JSON file and allows the user to search and enter new items via Vue/Axios which calls backend that uses promises/async/await.
- info
	- final code for this project is here: https://github.com/edwardtanguay/node-express-vue-json
- prerequisites
	- install Node
	- install Git
	- GitHub account
- make minimal site with Node and Express
	- create directory `node-express-vue-json`
	- `npm init -y`
	- `npm i express`
	- `server.js`
		------------------------
		const express = require('express');

		const app = express();
		const port = 3001;

		app.get('/', (req, res) => {
			res.send('hello app');
		});

		app.listen(port, () => {
			console.log('app running on port ' + port);
		});
		------------------------
	- `node server.js`
	- in browser: `http://localhost:3001`
- set up Git and check in site to GitHub
	- `npm init -y`
	- `git init`
	- create `.gitignore`
		--------------------
		node_modules
		--------------------
	- `git add .`
	- `git commit -m ""first commit""`
	- on GitHub, create repository, e.g. `node-express-vue-json`
	- click copy-text in section ""…or push an existing repository from the command line""
		- execute it in terminal
	- refresh GitHub
- serve an .ejs file
	- `npm i ejs`
	- add path:
		-------------------------------
		const path = require('path');
		-------------------------------
	- add ejs info
		-------------------------
		app.set('view engine', 'ejs');
		app.set('views', path.join(__dirname, './public/pages'));

		const staticDirectory = path.join(__dirname, './public');
		app.use(express.static(staticDirectory));
		-------------------------
	- replace `res.send` line with:
		-------------------------------
		res.render('index', { pageTitle: 'Flashcards' });
		-------------------------------
	- create `public/pages/index.ejs`
		-----------------------------
		hello ejs page
		-----------------------------
	- in browser: `http://localhost:3001`
- set up nodemon for quick development
	- `npm i nodemon -D`
	- in `package.json` replace `""test"":` line with:
		- `""start"": ""nodemon server.js""`
	- `npm start`
	- in browser: `http://localhost:3001`
	- now change
		- `res.render('index', { pageTitle: 'Flashcards' });`
		- to: `res.render('index', { pageTitle: 'Flashcards2' });`
		 and reload, see that you can make backend changes and node server will restart
- pass info to .ejs page
	- in `server.js`, add page title:
		--------------------------
		res.render('index', { pageTitle: 'Flashcards' });
		--------------------------
	- replace content in `public/pages/index.ejs`
		---------------------------
		<!DOCTYPE html>
		<html>

		<head>
			<title><%=pageTitle%></title>
		</head>

		<body>
			<p>Flashcards will be shown here.</p>
		</body>

		</html>
		---------------------------
- add Vue.js to .ejs page
	- replace body content with:
		----------------------
		<!DOCTYPE html>
		<html>

		<head>
			<title><%=pageTitle%></title>
			<script src=""https://cdnjs.cloudflare.com/ajax/libs/vue/2.1.4/vue.js""></script>
		</head>

		<body>
			<div id=""app"">
				Message: {{message}}
			</div>
			<script>
				const app = new Vue({
					el: '#app',
					data: {
						message: ""hello from vue""
					}
				});
			</script>
		</body>

		</html>
		----------------------
- enable Vue to get data from backend
	- in `server.js`, add:
		---------------------------
		app.post('/backend', (req, res) => {
			const emulatedWaitSeconds = 2;
			setTimeout(() => {
				const data = {
					message: `Menu: <a href=""info"">get information</a>`
				};
				res.send(JSON.stringify(data));
			}, emulatedWaitSeconds * 1000);
		});
		---------------------------
	- in `index.ejs`, replace script element:
		--------------------------------
		<script>
			const app = new Vue({
				el: '#app',
				data: {
					message: ""hello from vue"",
					pageLoaded: false,
					pageError: false
				},
				methods: {
					initialize: function () {
						this.loadPageData();
					},
					loadPageData: function () {
						this.pageLoaded = false;
						axios({
							method: 'post',
							url: 'backend',
							data: {
								action: 'loadPageData'
							}
						}).then(response => {
							const data = response.data;
							this.message = data.message;
							this.pageLoaded = true;
						}).catch(function (error) {
							this.pageError = true;
						});
					}
				}
			});
			app.initialize();
		</script>
		--------------------------------",,2020-09-15 20:43:50,systemUnknown
153,Symfony,"Create, save to GitHub, and upload simple Symphony project",3.5,"- prerequisites
	- install **Composer**: https://getcomposer.org/download
		- download and install *Composer-Setup.exe*
	- install **Git**
	- setup **GitHub* account
- go to `c:\edward\webs`
- open terminal
	- `composer create-project symfony/skeleton sympf2` (""sympf2"" is the name of your site)
- `cd sympf2`
- set up Git repository
	- `git init`
- install Symfony CLI
	- https://symfony.com/download
	- download and install *setup.exe*
	- close and restart VSCode
	- `symfony`
- start server
	- `symfony server:start`
	- in browser: `http://localhost:8000`
- create repository at GitHub and upload
	- create new repository: `sympf2`
	- `git add .`
	- `git commit -m ""initial commit""`
	- copy and paste code under *…or push an existing repository from the command line* e.g.
		-------------------------------
		git remote add origin https://github.com/edwardtanguay/sympf2.git
		git branch -M master
		git push -u origin master
		-------------------------------
- upload
	- via FTP: over 1400 files (!)
	- .. find proper way to upload and publish",,2020-09-15 23:39:02,systemUnknown
154,vuejs,Install Vue.js 3.x Preview (2020-09) and look for Webpack,3.5,"- wk
- install latest version of Vue CLI 4.x 
	- `vue -V` --> 2.9.6
	- `npm i -g @vue/cli` (4 minutes)
	- `vue -V` --> 2.9.6
	- `npm un -g @vue/cli` (says up to date)
	- `npm uninstall -g @vue/cli` (says up to date)
	- found:
		-----------------
		Warning regarding Previous Versions: The package name changed from vue-cli to @vue/cli. If you have the previous vue-cli (1.x or 2.x) package installed globally, you need to uninstall it first with npm uninstall vue-cli -g or yarn global remove vue-cli.
		-----------------
	- `npm unintsall -g vue-cli`
	- `vue -V` --> no such file
	- `npm i -g @vue/cli`
	- `vue -V` **--> 4.5.6**
- create Vue project
	- in apps directory
	- `vue create vuetest44`
		- *Manually select features*
		- chose all
			- Babel
			- TypeScript
			- PWA
			- router
			- Vuex
			- CSS Pre-processors
			- Linter / Formatter
			- Unit Testing
			- E2E Testing
		- Chose 3.x preview over 2.x
			- The official release is planned in Q3 2020
		- chose class-style component syntax (default is no)
			- readability
			- TypeScript friendly
			- can use vuex-class
			- officially maintained
		- use Babel alongside TypeScript --> yes
		- use history mode for browser --> yes
		- chose dart-sass over node-sass
			- Dart Sass is the primary implementation of Sass, which means it gets new features before any other implementation
			- being done in pure javascript, dart-sass works way better than node-sass for cross-platform compability
		- chose default: ESLint with error prevention only (not Airbnb)
		- Lint on save
		- Mocha + Chai (default)
		- Cypress (Chrome only) - default
		- Babel, ESLint etc. in dedicated config files (not package.json)
		- (takes about 10 minutes to install - spends quite a bit of time on Cypress)
- run project
	- open VSCode in *vuetest44*
	- (*node_modules* already built)
	- `npm run serve`
		- says *Starting development server...*
	- vuetest22 (""vue"": ""^3.0.0-0"") and vuetest44 (""vue"": ""^3.0.0-0"") have similar folder structtures
- as comparison, installing a vue 2.x project:
	- `vue create vuetest66`
	- manually select
	- all options
		- Babel
		- TypeScript
		- PWA
		- router
		- Vuex
		- CSS Pre-processors
		- Linter / Formatter
		- Unit Testing
		- E2E Testing
	- 2.x
	- class-style component syntax (default Y this time, on 3.x it was N), I chose yes
	- `""vue"": ""^2.6.11"",`
- regarding Webpack
	- vuetest22 - @vue/cli4, 3.x - few options - 3.0.0
	- vuetest44 - @vue/cli4, 3.x - all options - 3.0.0
	- vuetest66 - @vue/cli4, 2.x - all options - 2.6.11
	- apparently: ""the `vue-cli-service serve` command starts a dev server which is: based on webpack-dev-server that comes with Hot-Module-Replacement (HMR) working out of the box""; ""For using webpack you need to use something like `vue init webpack your-project`""
- creating a vue that actually has webpack in it
	- `vue init webpack vuetest77`
	- it responds:
		-----------------------
		Command vue init requires a global addon to be installed.
		Please run npm install -g @vue/cli-init and try again.
		-----------------------
	- `npm install -g @vue/cli-init`
	- again: `vue init webpack vuetest77`
		- runtime + compiler (default)
		- install vue-router (default)
		- ESLint
			- standard
		- tests Jest (default)
		- e2e with Nightwatch --> yes
		- use NPM
	- `npm start` starts `webpack-dev-server --inline --progress --config build/webpack.dev.conf.js`
	- shows same Vue start page
	- it didn't have git initialized",,2020-09-16 17:34:27,systemUnknown
