id,category,title,body,points,extras,systemWhenCreated,systemWhoCreated
205,Vue.js,Basics syntax of global and local custom components,"- Note that custom components should be hyphenated
	--------------------------------
	<!DOCTYPE html>
	<html lang=""en"">
	<head>
		<meta charset=""UTF-8"">
		<meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">
		<script src=""https://cdnjs.cloudflare.com/ajax/libs/vue/2.1.4/vue.js""></script>
		<title>Vue Basic</title>
	</head>
	<body>
		<div id=""app"">
			<div>[{{message}}]</div>
			<div><flashcard-component></flashcard-component></div>
			<dp-notice message=""Press the A key.""></dp-notice>
			<dp-notice message=""Log out when finished.""></dp-notice>
			<dp-notice></dp-notice>
		</div> 
		<script>

			const flashcardComponent = {
				data: function() {
					return {
						front: 'house',
						back: 'Haus'
					}
				},
				template: '<div><div>{{front}} / {{back}}</div></div>'
			};

			Vue.component('dp-notice', {
				props: ['message'],
				template: '<div>This is the notice: {{message || ""(no message)""}}</div>'
			});

			const app = new Vue({
				el: '#app',
				components: {
					'flashcard-component': flashcardComponent
				},
				data: {
					message: 'hello'
				},
				methods: {
					initialize() {
						setTimeout(() => {
							this.message = 'changed';
						}, 2000);
					}
				}
			});
			app.initialize();
		</script>
	</body>
	</html>
	--------------------------------",70,,2020-09-05 23:18:42,systemUnknown
206,Vue.js,How to use slots in Vue.js,"- note that you can have several slots, see ""header"" and footer""
	--------------------------------
	<!DOCTYPE html>
	<html lang=""en"">

	<head>
		<meta charset=""UTF-8"">

		<head name=""viewport"" content=""width=device-width, initial-scale=1.0"">
			<script src=""https://cdnjs.cloudflare.com/ajax/libs/vue/2.1.4/vue.js""></script>
			<title>Vue Basic</title>
			<style>
				.statusOn {
					color: green;
				}

				.statusOff {
					color: tomato;
				}

				.insideInfo {
					border: 1px solid #ccc;
					background-color: #eee;
				}

				.itemCard {
					border: 1px solid #ccc;
					margin: 10px 0 10px 0;
					padding: 10px;
					background-color: #ddd;
				}
			</style>
		</head>

	<body>
		<div id=""app"">
			<div>[{{message}}]</div>
			<div>
				<flashcard-component></flashcard-component>
			</div>
			<dp-notice message=""Press the A key."" status=""off""></dp-notice>
			<dp-notice message=""Log out when finished.""></dp-notice>
			<dp-notice message=""A third."" status=""off""></dp-notice>

			<dp-notice>
				<h2 slot=""header"">Customer Header</h2>
				This is the slot info.
				<div slot=""footer"">
					<b>another kind of footer: {{message}}</b>
				</div>
			</dp-notice>
			<dp-notice></dp-notice>
		</div>
		<script>

			const flashcardComponent = {
				data: function () {
					return {
						front: 'house',
						back: 'Haus'
					}
				},
				template: '<div><div>{{front}} / {{back}}</div></div>'
			};

			Vue.component('dp-notice', {
				props: ['message', 'status'],
				template: `<div :class=""[status === 'off' ? 'statusOff' : 'statusOn']"">This is the notice: {{message || ""(no message)""}}
					<div class=""itemCard"">
						<slot name=""header"">
							<h3>HEADER</h3>
						</slot>
						<span class=""insideInfo"">
							<slot>This is where info would go.</slot>
						</span>
						<slot name=""footer"">
							<div>
								<i>footer</i>
							</div>
						</slot>
					</div>
				</slot>`
			});

			const app = new Vue({
				el: '#app',
				components: {
					'flashcard-component': flashcardComponent
				},
				data: {
					message: 'hello'
				},
				methods: {
					initialize() {
						setTimeout(() => {
							this.message = 'changed';
						}, 2000);
					}
				}
			});
			app.initialize();
		</script>
	</body>

	</html>
	--------------------------------",50,,2020-09-07 13:20:25,systemUnknown
207,Vue.js,How to emit events in a component and consume them in the parent,"- now that the emitted event name has to be example the same, e.g. ""message-shown""
	--------------------------------
	<!DOCTYPE html>
	<html lang=""en"">

	<head>
		<meta charset=""UTF-8"">

		<head name=""viewport"" content=""width=device-width, initial-scale=1.0"">
			<script src=""https://cdnjs.cloudflare.com/ajax/libs/vue/2.1.4/vue.js""></script>
			<title>Vue Event</title>
		</head>

	<body>
		<div id=""app"">
			<dp-notice message=""this is the first component"" @message-shown=""recordMessage""></dp-notice>
			<dp-notice message=""this is the second component"" @message-shown=""recordMessage""></dp-notice>
			<hr />
			<h3>These messages have been shown:</h3>
			<ul>
				<li v-for=""message in messages"">{{message}}</li>
			</ul>
		</div>
		<script>

			Vue.component('dp-notice', {
				data: () => {
					return {
						showMessage: false
					}
				},
				props: ['message'],
				methods: {
					showTheMessage() {
						this.showMessage = !this.showMessage;
						if (this.showMessage) {
							this.$emit('message-shown', this.message);
						}
					}

				},
				props: ['message', 'status'],
				template: `<div>
					<button @click=""showTheMessage()"">Show Message</button> 
					<span v-show=""showMessage"">
						{{message}}
					</span>
				</div>`
			});

			const app = new Vue({
				el: '#app',
				data: {
					messages: []
				},
				methods: {
					recordMessage(message) {
						this.messages.push(message);
					}
				}
			});
		</script>
	</body>

	</html>
	--------------------------------",70,$rank=1.992,2020-09-07 17:23:24,systemUnknown
208,Regex,Make a JavaScript function to humanize a URL,"- note that it finds `http` and `https`
	--------------------------------
	const humanizeURL = (url) => {
		return url
			.replace(/^https?:\/\//, '')
			.replace(/\/$/, '')
	}

	console.log(humanizeURL('https://google.com/translate'));
	--------------------------------",30,,2020-09-07 21:45:01,systemUnknown
209,Vue.js,How to set up a vue-cli project and publish at Netlify,"- `npm i -g @vue/cli`
	- `vue -V` (4.5.4)
- `vue create vuetest22`
	- open with VSCode at `vuetest22`
	- `npm run serve`
- (`vue ui` is an extensive graphical user interface for the setup and management of the site)
- create and push to GitHub
	- make change, e.g. `App.vue`, change msg `<HelloWorld msg=""Welcome to Your Vue.js App""/>`
	- `git add .`
	- `git commit -m ""second commit""`
	- at GitHub, created `vuetest22`
		- copy and paste lines under: `…or push an existing repository from the command line`

- publish at Netlify
	- log in at netlify.com
	- [[New Site from Git]]
	- [[GitHub]]
	- type in `vuetest22`
	- [[Deploy Site]]
	- [[Site Settings]
		- Build command: `npm run build`
		- Publish directory: `dist`
	- [[Change Site Name]] 
		- `vuetest22`
	- goto: https://vuetest22.netlify.app",70,$rank=4.9,2020-09-07 23:16:18,systemUnknown
210,JavaScript,Understand closures,"- The point here is that outerParam is `outer`, not `outer-2`
	--------------------------------
	var globalVar = ""global"";
	var outerVar = ""outer""

	function outerFunc(outerParam) {
		function innerFunc(innerParam) {
			console.log(globalVar, outerParam, innerParam);
		}
		return innerFunc;
	}

	const x = outerFunc(outerVar);
	outerVar = ""outer-2"";
	globalVar = ""guess""
	x(""inner"");
	--------------------------------",40,$rank=0.7,2020-09-08 00:02:17,systemUnknown
211,Redis,How to set up Redis on Ubuntu,"- go to: https://redis.io
- download e.g. redis-6.0.7.tar.gz
- move to e.g. `/home/redisdb`
- `tar xzf redis-6.0.7.tar.gz`
- `cd redis-6.0.7`
- `make`
- `src/redis-server`
- new command-window tab
- `src/redis-cli`
	- `set name test`
	- `get name`",50,,2020-09-09 10:52:00,systemUnknown
212,CSS,How to give list bullets a different size and color,"- note that width and margin-left are complements
	--------------------------------
	<!DOCTYPE html>
	<head>
		<head>
			<style>
				ul li {
					font-size: 13px;
					list-style: none;
				}

				ul li::before {
					content: ""\2022"";
					color: green;
					font-weight: bold;
					display: inline-block;
					width: 10px;
					margin-left: -10px;
				}
			</style>
		</head>

	<body>
		<ul>
			<li>This is a test.</li>
			<li>Lorem ipsum dolor sit amet consectetur adipisicing elit. Nulla eligendi nobis ipsum tempora mollitia odit
				iure, quos molestias voluptate voluptates vero praesentium minima possimus recusandae repudiandae nesciunt
				ullam? Delectus, doloribus.</li>
			<li>This is another test.</li>
		</ul>
	</body>

	</html>
	--------------------------------
- find [more symbols](https://www.htmlsymbols.xyz/games-symbols) here",20,$rank=3.934,2020-09-09 14:55:44,systemUnknown
213,VSCode,How to format PHP pages in VSCode,"- create unformated `test.php`:
	-------------------------
	<?php

	$servers = [
	[ 'name' => 'Server 001', 'space' => 53454544],
	[ 'name' => 'Server 002', 'space' => 87687687],
	[ 'name' => 'Server 003', 'space' => 32233243],
	];

	function sortBySpace($item1, $item2) {
	return $item1['space'] <=> $item2['space'];
	}

	function displayServers($servers) {
	foreach($servers as $server) {
	echo $server['name'] . PHP_EOL;
	}
	}
	-------------------------
- ALT-SHIFT-F to see that it does not format
- install extension `phpfmt` (""phpfmt - PHP formatter"")
- right-click on document, ""Configure default formatter"", ""phpfmt""
- ALT-SHIFT-F and it works",40,,2020-09-09 22:12:05,systemUnknown
214,PHP,How to use the PHP comparison operator,"- sorting is a particularly good use case for the comparison operator
	--------------------------------
	<?php

	$servers = [
		['name' => 'Server 001', 'space' => 53454544],
		['name' => 'Server 002', 'space' => 87687687],
		['name' => 'Server 003', 'space' => 32233243],
	];

	function sortBySpace($item1, $item2)
	{
		return $item1['space'] <=> $item2['space'];
	}

	function displayServers($servers)
	{
		foreach ($servers as $server) {
			echo ""$server[name] $server[space]"" . PHP_EOL;
		}
		echo ""---"" . PHP_EOL;
	}

	displayServers($servers);
	usort($servers, 'sortBySpace');
	displayServers($servers);
	--------------------------------",40,,2020-09-09 22:26:54,systemUnknown
215,ES6,Examples of ES6 destructing assignment,"- notice that when destructing assignments for objects, you have to declare and assign the variables beforehand, unless you don't have ""use strict"":
	--------------------------------
	""use strict"";

	// classic
	const person = [""van Dyck"", ""Anthony"", 57, 52, 75, 21];
	const [lastName, firstName, ...numbers] = person;
	console.log(`The person ${firstName} ${lastName} has ${numbers.length} numbers: ${numbers.join(', ')}, which total ${numbers.reduce((a, b) => a + b, 0)}.`)

	// function on string
	const [fname, lname] = ""Henri Poincaré"".split(' ');
	console.log(`${lname}, ${fname}`);

	// swap values
	let primary = 'chocolate';
	let secondary = 'vanilla';
	[primary, secondary] = [secondary, primary]
	console.log(`primary=${primary}, secondary=${secondary}`);

	// default values
	let [name = ""(name unknown)"", surname = ""(surname unknown)""] = [""Sam""];
	console.log(`${name} ${surname}`);

	// objects
	const server = {
		location: ""Berlin"",
		operatingSystem: ""Ubuntu"",
		code: ""ubunt001"",
		version: ""20.04""
	};
	let operatingSystem = '';
	let version = '';
	({ operatingSystem, version } = server);
	console.log(`${operatingSystem} ${version}`);
	--------------------------------",50,,2020-09-10 14:36:59,systemUnknown
216,ES6,Examples of ES6 for-loops,"- for arrays, if you will not be prematurely exiting, use `forEach()` for speed, otherwise use `for..of`
	--------------------------------
	// loop through parameters with for..in
	function Mobile(model_no) {
		this.Model = model_no;
		this.Color = 'Black';
		this.RAM = '8GB';
	}
	var phone = new Mobile(""Galaxy"");
	for (var prop in phone) {
		console.log(prop + "" -- "" + phone[prop]);
	}

	// loop through array with for..of
	const numbers = [1, 2, 5, 78, 564];
	for (const number of numbers) {
		console.log(number);
	}

	// loop through array with for..of with index
	const colors = ['brown', 'black', 'orange', 'yellow', 'green'];
	for (const [index, color] of colors.entries()) {
		console.log(`Color #${index + 1} is ${color}.`);
	}

	// forEach with index (faster than for..of)
	colors.forEach((color, index) => {
		console.log(`FOREACH: Color #${index + 1} is ${color}.`);
	});
	--------------------------------",60,$rank=4.73,2020-09-10 14:57:25,systemUnknown
217,ES6,How to get name and version from package.json,"- notice we are using destructuring assignment
	--------------------------------
	const packageJson = require('./package.json');
	const { name, version } = packageJson;
	--------------------------------",20,,2020-09-15 20:42:18,systemUnknown
218,VSCode,How to change display language from English to French in VSCode,"- [[CTRL-SHIFT-P]]
- type `config`
- choose *Configure Display Language*
- click *Install additional languages...*
- choose French, and click to restart",10,,2020-09-15 22:14:52,systemUnknown
219,Bootstrap,How to use float right/left in Bootstrap,"- note the class names are e.g. `float-left` and not `left`
	--------------------------------
	<div class=""clearfix"">
		<div class=""float-left"">left</div>
		<div class=""float-right"">right</div>
	</div>
	--------------------------------",10,,2020-09-17 13:04:46,systemUnknown
220,Vue.js,How to use the method lifecycle hook to load API data,"- tested in Chrome, Firefox, Edge (doesn't work in Explorer 11)
	--------------------------------
	<!DOCTYPE html>
	<html>

	<head>
		<title>vue.js api test</title>
		<script src=""https://cdnjs.cloudflare.com/ajax/libs/vue/2.1.4/vue.js""></script>
	<body>
		<div id=""app"">
			<ul>
				<li v-for=""item in products"">
					<b>{{item.id}}</b> - {{item.description}}
				</li>
			</ul>
		</div>
		<script>

			const app = new Vue({
				el: '#app',
				data: {
					message: 'exterior test',
					mainImage: 'images/card_back.png',
					total: 14,
					products: []
				},
				methods: {
					initialize() {
						this.message = 'changed message';
					}
				},
				mounted() {
					fetch('https://hplussport.com/api/products/order/price')
						.then(response => response.json())
						.then(data => {
							this.products = data;
						})
				}
			});
			app.initialize();
		</script>
	</body>
	--------------------------------",50,$rank=4.6999,2020-09-17 14:35:41,systemUnknown
221,Bootstrap,Bootstrap page with top and bottom fixed bars,"- note you have to make a few more Lorem ipsum paragraphs to text the scrolling
	--------------------------------
	<!DOCTYPE html>
	<html lang=""en"">

	<head>
		<meta charset=""UTF-8"">
		<meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">
		<title>nav top/bottom</title>
		<link rel=""stylesheet"" href=""https://maxcdn.bootstrapcdn.com/bootstrap/4.5.2/css/bootstrap.min.css"">

		<script src=""https://cdnjs.cloudflare.com/ajax/libs/popper.js/1.16.0/umd/popper.min.js""></script>
		<script src=""https://maxcdn.bootstrapcdn.com/bootstrap/4.5.2/js/bootstrap.min.js""></script>
		<style>
			.custom-nav {
				background-color: #ddd !important;
			}

			.badge-normal {
				background-color: #ccc;
			}

			body {
				padding: 70px 0;
			}
		</style>
	</head>

	<body>
		<nav class=""navbar navbar-light bg-light fixed-top custom-nav"">
			<div class=""navbar-text"">
				<b>Status:</b>
				<span class=""badge badge-pill badge-normal"">online</span>
			</div>
		</nav>
		<div class=""container"">
			<p>Lorem ipsum, dolor sit amet consectetur adipisicing elit. Quasi laborum autem blanditiis nobis itaque ratione
				porro ipsam, quae provident, nesciunt doloribus fuga aut dicta possimus quis eos voluptatum. Alias earum
				beatae
				sequi odit voluptas ipsa expedita, cumque ducimus fuga voluptatem explicabo sit, nemo consequatur ea
				voluptates
				quod repellat doloribus reprehenderit.</p>
			<p>Amet consectetur, adipisicing elit. Culpa eos beatae itaque minus totam dolorem eligendi aliquid possimus
				fuga
				atque laboriosam quasi placeat enim ipsa, recusandae ab. Eveniet magnam suscipit adipisci! Laudantium nemo
				excepturi cum, laboriosam, obcaecati commodi quisquam dolor, maxime ab corporis quaerat veritatis molestias
				id
				quia quasi! Consequuntur?</p>
		</div>

		<nav class=""navbar navbar-light bg-light fixed-bottom custom-nav"">
			<div class=""navbar-text"">
				<b>Name:</b>
				<span>Anders Wellkjim</span>
			</div>
		</nav>
	</body>

	</html>
	--------------------------------",50,,2020-09-17 15:38:28,systemUnknown
222,JavaScript,Self-invoking JavaScript on HTML page,"- note you could also make a function called e.g. `init()` and then call it:
	--------------------------------
	<!DOCTYPE html>
	<html lang=""en"">

	<head>
		<meta charset=""UTF-8"">
		<meta name=""viewport""
			  content=""width=device-width, initial-scale=1.0"">
		<title>simple single-file TypeScript/Vue.js</title>
	</head>

	<body>
		<div id=""app"">this is original text</div>
	</body>
	<script>
		(function () {
			var app = document.getElementById('app');
			app.innerHTML = 'new text';
		}()) ;

	</script>

	</html>
	--------------------------------",30,,2020-09-26 09:01:50,systemUnknown
223,JavaScript,Change variable name when using IIFE,"- IIFE = Immediately Invoked Function Expression
	--------------------------------
	const jQuery = {
		version: 1.21,
		fn: {}
	};

	(function defineType($) {
		if ($.version < 1.15) {
			throw 'plugin requires version 1.15+';
		} else {
			$.fn.thePlugin = () => {
				console.log('inside plugin');
			}
			console.log('pluging added');
		}
	})(jQuery);

	jQuery.fn.thePlugin();
	--------------------------------",30,,2020-09-27 09:18:10,systemUnknown
224,JavaScript,Plain vanilla web page to add users to list,"- index.html
	--------------------------------
	<!DOCTYPE html>
	<html lang=""en"">
	<head>
		<meta charset=""UTF-8"">
		<meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">
		<title>module_history_001</title>
	</head>
	<body>
		<h1>Users</h1>
		<ul id=""users""></ul>
		<input type=""text"" id=""newUser"" placeholder=""new user"">
		<button id=""addUser"">Add user</button>
		<script src=""users.js""></script>
		<script src=""dom.js""></script>
	</body>
	</html>
	--------------------------------
- users.js
	--------------------------------
	var users = ['Jim', 'John', 'Joe'];

	function getUsers() {
		return users;
	}
	--------------------------------
- dom.js
	--------------------------------
	function addUserToDOM(name) {
		var elemLi = document.createElement('li');
		var elemText = document.createTextNode(name);
		elemLi.append(elemText);

		document.getElementById('users').appendChild(elemLi);
	}

	document.getElementById('addUser').addEventListener('click', function () {
		var newUser = document.getElementById('newUser');
		addUserToDOM(newUser.value);
		newUser.value = '';
	});

	var users = window.getUsers();
	for (var i = 0; i < users.length; i++) {
		addUserToDOM(users[i]);
	}
	--------------------------------",80,,2020-09-27 13:34:14,systemUnknown
225,JavaScript,How to use ES6 modules in Node,"- `npm i esm`
- app.mjs
	--------------------------------
	import * as qmat from './qmat.mjs';

	console.log(qmat.add(3, 4));
	console.log(qmat.subtract(3, 5));
	console.log(qmat.getRandomNumbers(5,1,10));
	--------------------------------
- qmat.mjs
	----------------------------------
	export function subtract(a, b) { return a - b };

export function add(a, b) { return a + b; }

export function getRandomNumbers(total, begin, end) {
	const nums = [];
	for (let x = 1; x <= total; x++) {
		nums.push(Math.floor((Math.random() * end) + begin));
	}
	return nums;
}
	----------------------------------
- `node -r esm app.mjs`",30,,2020-09-27 14:07:49,systemUnknown
226,JavaScript,Simple example of ES6 JavaScript modules without Webpack,"- index.html
	--------------------------------
	<!DOCTYPE html>
	<html lang=""en"">
	<head>
		<meta charset=""UTF-8"">
		<meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">
		<title>module_history_001</title>
	</head>
	<body>
		<h1>Users</h1>
		<ul id=""users""></ul>
		<input type=""text"" id=""newUser"" placeholder=""new user"">
		<button id=""addUser"">Add user</button>
		<script src=""dom.js"" type=""module""></script>
	</body>
	</html>
	--------------------------------
- users.js
	------------------------
	var users = ['Jim', 'John', 'Joe'];

	export default function getUsers() {
		return users;
	}
	------------------------
- dom.js
	--------------------------------
	import getUsers from './users.js';

	function addUserToDOM(name) {
		var elemLi = document.createElement('li');
		var elemText = document.createTextNode(name);
		elemLi.append(elemText);

		document.getElementById('users').appendChild(elemLi);
	}

	document.getElementById('addUser').addEventListener('click', function () {
		var newUser = document.getElementById('newUser');
		addUserToDOM(newUser.value);
		newUser.value = '';
	});

	var users = getUsers();
	for (var i = 0; i < users.length; i++) {
		addUserToDOM(users[i]);
	}
	--------------------------------",90,,2020-09-27 15:42:09,systemUnknown
227,ES6,"The difference between for..in, for..of, and forEach()","- note that you can technically also do a for..in on an array, but you get the keys (not very useful)
	--------------------------------
	// for-in for parameters
	const person = {
		id: 34,
		firstName: ""George"",
		lastName: ""Ramones"",
	}
	for (const key in person) {
		const value = person[key];
		console.log(`${key} = ${value}`);
	}

	// for-of for arrays
	const colors = ['red', 'blue', 'green', 'yellow', 'orange', 'purple'];
	for (const color of colors) {
		console.log(color);
	}

	// forEach for arrays with index
	colors.forEach((color, index) => console.log(`${index} = ${color}`));
	--------------------------------",40,,2020-09-28 13:21:37,systemUnknown
228,ES6,Use of ES6 Symbol,"- to attach a unique identifier key to a collection of objects so that you are guaranteed that this identifier key does not conflict, these are also semi-private (won't appear in for..in on parameters, etc.)
	--------------------------------
	const courses = [
		{
			id: 34,
			title: ""ECMAScript 6 Essentials"",
			topics: [
				'const/let declaration',
				'default parameters',
				'arrow functions',
				'string literals',
				'object literals',
				'spread operators',
				'rest parameters'
			]
		},
		{
			id: 543,
			title: ""Node.js Basics"",
			topics: [
				'installation',
				'file access',
				'Express',
				'Socket.io',
				'Cookies'
			]
		}
	];
	courses.forEach((course, index) => {
		const id = Symbol();
		course[id] = index;
		console.log('id: ' + course.id);
		console.log('unique id: ' + course[id]);
	});
	--------------------------------",20,,2020-09-28 16:00:01,systemUnknown
229,ES6,Simple of loading array of objects into a Map object,"- you can see [more info on maps here](comparisons?id=13)
	--------------------------------
	const employees = new Map();
		for (const employee of getEmployees()) {
			employees.set(employee.employeeID, employee);
		}

		// iterate
		for (const employee of employees) {
			console.log(employee[0]);
		}

		// iterate forEach
		employees.forEach((employee, key) => {
			console.log(`${key} = ${employee.lastName}`);
		})

		// values
		empObjs = employees.values();
		let result = empObjs.next();
		while (!result.done) {
			console.log(result.value.firstName);
			result = empObjs.next();
		}
		console.log(result);

		// Map.get()
		console.log(employees.get(6).lastName);

		// Map.delete()
		console.log(employees.size);
		employees.delete(6);
		console.log(employees.size);


		function getEmployees() {
			return [
				{
					""employeeID"": 2,
					""lastName"": ""Fuller"",
					""firstName"": ""Andrew"",
					""title"": ""Vice President Sales"",
					""titleOfCourtesy"": ""Dr."",
					""birthDate"": ""1952-02-19 00:00:00.000"",
					""hireDate"": ""1992-08-14 00:00:00.000"",
					""address"": {
						""street"": ""908 W. Capital Way"",
						""city"": ""Tacoma"",
						""region"": ""WA"",
						""postalCode"": 98401,
						""country"": ""USA"",
						""phone"": ""(206) 555-9482""
					},
					""notes"": ""Andrew received his BTS commercial in 1974 and a Ph.D. in international marketing from the University of Dallas in 1981.  He is fluent in French and Italian and reads German.  He joined the company as a sales representative was promoted to sales manager"",
					""reportsTo"": ""NULL"",
					""territoryIDs"": [
						1730,
						1833,
						2116,
						2139,
						2184,
						40222,
						1581
					]
				},
				{
					""employeeID"": 5,
					""lastName"": ""Buchanan"",
					""firstName"": ""Steven"",
					""title"": """",
					""titleOfCourtesy"": ""Mr."",
					""birthDate"": ""1955-03-04 00:00:00.000"",
					""hireDate"": ""1993-10-17 00:00:00.000"",
					""address"": {
						""street"": ""14 Garrett Hill"",
						""city"": ""London"",
						""region"": ""NULL"",
						""postalCode"": ""SW1 8JR"",
						""country"": ""UK"",
						""phone"": ""(71) 555-4848""
					},
					""notes"": ""Steven Buchanan graduated from St. Andrews University in Scotland with a BSC degree in 1976.  Upon joining the company as a sales representative in 1992 he spent 6 months in an orientation program at the Seattle office."",
					""reportsTo"": 2,
					""territoryIDs"": [
						2903,
						7960,
						8837,
						10019,
						10038,
						11747,
						14450
					]
				},
				{
					""employeeID"": 1,
					""lastName"": ""Davolio"",
					""firstName"": ""Nancy"",
					""title"": ""Sales Representative"",
					""titleOfCourtesy"": ""Ms."",
					""birthDate"": ""1948-12-08 00:00:00.000"",
					""hireDate"": ""1992-05-01 00:00:00.000"",
					""address"": {
						""street"": ""507 20th Ave. E. Apt. 2A"",
						""city"": ""Seattle"",
						""region"": ""WA"",
						""postalCode"": 98122,
						""country"": ""USA"",
						""phone"": ""(206) 555-9857""
					},
					""notes"": ""Education includes a BA in psychology from Colorado State University in 1970.  She also completed The Art of the Cold Call.  Nancy is a member of Toastmasters International."",
					""reportsTo"": 2,
					""territoryIDs"": [
						6897,
						19713
					]
				},
				{
					""employeeID"": 3,
					""lastName"": ""Leverling"",
					""firstName"": ""Janet"",
					""title"": ""Sales Representative"",
					""titleOfCourtesy"": ""Ms."",
					""birthDate"": ""1963-08-30 00:00:00.000"",
					""hireDate"": ""1992-04-01 00:00:00.000"",
					""address"": {
						""street"": ""722 Moss Bay Blvd."",
						""city"": ""Kirkland"",
						""region"": ""WA"",
						""postalCode"": 98033,
						""country"": ""USA"",
						""phone"": ""(206) 555-3412""
					},
					""notes"": ""Janet has a BS degree in chemistry from Boston College (1984). She has also completed a certificate program in food retailing management.  Janet was hired as a sales associate in 1991 and promoted to sales representative in February 1992."",
					""reportsTo"": 2,
					""territoryIDs"": [
						30346,
						31406,
						32859,
						33607
					]
				},
				{
					""employeeID"": 4,
					""lastName"": ""Peacock"",
					""firstName"": ""Margaret"",
					""title"": """",
					""titleOfCourtesy"": ""Mrs."",
					""birthDate"": ""1937-09-19 00:00:00.000"",
					""hireDate"": ""1993-05-03 00:00:00.000"",
					""address"": {
						""street"": ""4110 Old Redmond Rd."",
						""city"": ""Redmond"",
						""region"": ""WA"",
						""postalCode"": 98052,
						""country"": ""USA"",
						""phone"": ""(206) 555-8122""
					},
					""notes"": ""Margaret holds a BA in English literature from Concordia College (1958) and an MA from the American Institute of Culinary Arts (1966).  She was assigned to the London office temporarily from July through November 1992."",
					""reportsTo"": 2,
					""territoryIDs"": [
						20852,
						27403,
						27511
					]
				},
				{
					""employeeID"": 6,
					""lastName"": ""Suyama"",
					""firstName"": ""Michael"",
					""title"": ""Sales Representative"",
					""titleOfCourtesy"": ""Mr."",
					""birthDate"": ""1963-07-02 00:00:00.000"",
					""hireDate"": ""1993-10-17 00:00:00.000"",
					""address"": {
						""street"": ""Coventry House Miner Rd."",
						""city"": ""London"",
						""region"": ""NULL"",
						""postalCode"": ""EC2 7JR"",
						""country"": ""UK"",
						""phone"": ""(71) 555-7773""
					},
					""notes"": ""Michael is a graduate of Sussex University (MA Economics 1983) and the University of California at Los Angeles (MBA marketing 1986).  He has also taken the courses Multi-Cultural Selling and Time Management for the Sales Professional."",
					""reportsTo"": 5,
					""territoryIDs"": [
						85014,
						85251,
						98004,
						98104,
						98052
					]
				},
				{
					""employeeID"": 7,
					""lastName"": ""King"",
					""firstName"": ""Robert"",
					""title"": ""Sales Representative"",
					""titleOfCourtesy"": ""Mr."",
					""birthDate"": ""1960-05-29 00:00:00.000"",
					""hireDate"": ""1994-01-02 00:00:00.000"",
					""address"": {
						""street"": ""Edgeham Hollow Winchester Way"",
						""city"": ""London"",
						""region"": ""NULL"",
						""postalCode"": ""RG1 9SP"",
						""country"": ""UK"",
						""phone"": ""(71) 555-5598""
					},
					""notes"": ""Robert King served in the Peace Corps and traveled extensively before completing his degree in English at the University of Michigan in 1992 the year he joined the company."",
					""reportsTo"": 5,
					""territoryIDs"": [
						60601,
						80202,
						80909,
						90405,
						94025,
						94105,
						95008,
						95054,
						95060,
						60179
					]
				},
				{
					""employeeID"": 8,
					""lastName"": ""Callahan"",
					""firstName"": ""Laura"",
					""title"": ""Inside Sales Coordinator"",
					""titleOfCourtesy"": ""Ms."",
					""birthDate"": ""1958-01-09 00:00:00.000"",
					""hireDate"": ""1994-03-05 00:00:00.000"",
					""address"": {
						""street"": ""4726 11th Ave. N.E."",
						""city"": ""Seattle"",
						""region"": ""WA"",
						""postalCode"": 98105,
						""country"": ""USA"",
						""phone"": ""(206) 555-1189""
					},
					""notes"": ""Laura received a BA in psychology from the University of Washington.  She has also completed a course in business French.  She reads and writes French."",
					""reportsTo"": 2,
					""territoryIDs"": [
						19428,
						44122,
						45839,
						53404
					]
				},
				{
					""employeeID"": 9,
					""lastName"": ""Dodsworth"",
					""firstName"": ""Anne"",
					""title"": ""Sales Representative"",
					""titleOfCourtesy"": ""Ms."",
					""birthDate"": ""1966-01-27 00:00:00.000"",
					""hireDate"": ""1994-11-15 00:00:00.000"",
					""address"": {
						""street"": ""7 Houndstooth Rd."",
						""city"": ""London"",
						""region"": ""NULL"",
						""postalCode"": ""WG2 7LT"",
						""country"": ""UK"",
						""phone"": ""(71) 555-4444""
					},
					""notes"": ""Anne has a BA degree in English from St. Lawrence College.  She is fluent in French and German."",
					""reportsTo"": 5,
					""territoryIDs"": [
						3049,
						3801,
						48075,
						48084,
						48304,
						55113,
						55439
					]
				}
			]
		};
	--------------------------------",50,,2020-09-28 17:04:31,systemUnknown
