id,genericTermIdCode,title,body,extras,systemWhenCreated,systemWhoCreated
156,cloud computing service,Google Cloud,"- created 2008
- Google Cloud Platform (GCP)","$idCode=googleCloud;$rank=3.5;$quick=a suite of cloud computing services that runs on the same infrastructure that Google uses internally for its end-user products, such as Google Search, Gmail and YouTube",2020-04-14 15:37:34,systemUnknown
157,cloud computing service,Azure,"- created 2010 by Microsoft
- Azure Sphere OS
	- a custom high-level Linux-based operating system
	- provides a platform for Internet of Things application development
- ARM templates
	- Azure Resource Manager
	- to implement infrastructure as code
	- JSON format","$idCode=azure;$rank=3.5;$quick=a cloud computing service created by Microsoft for building, testing, deploying, and managing applications and services",2020-04-14 15:37:34,systemUnknown
158,Virtualization Hypervisor,KVM,"- Kernel-based Virtual Machine
- released 2007
- the GUI interface makes the management of KVM easier than ever before
- cons
	- initial setup of this solution is more difficult than some of the competing products and it could be improved
	- could be more user friendly, we are struggling with the command lines",$idCode=kvm;$rank=3.2;$quick=a virtualization module in the Linux kernel that allows the kernel to function as a hypervisor,2020-04-15 17:21:18,systemUnknown
159,Web Application Framework,Express,"- the original author, TJ Holowaychuk, described it as a **Sinatra-inspired** server
	- Sinatra, a free and open source software web application library and domain-specific language written in Ruby
- relatively **minimal** with many features available as plugins
- also sometimes refered to as express.js 
",$idCode=express;$rank=4.7;$quick=a web application framework for Node.js and the de facto Node standard for building web applications and APIs,2020-04-17 10:31:37,systemUnknown
160,Web Developer Services,Hosting Providers,"- 1. Hostgator
	- ""easiest place to dump sites online""
	- Hostgator outranked GoDaddy on all five of our user rating criteria, including reliability, pricing, and support
- 2. Netlify	
	- more developer-focused than Hostgator, you can connect to GitHub, GitLab, BitBucket
	- founded in **2013**
	- Danish entrepreneur Mathias Biilmann
	- Netlify was publicly launched as a MakerLoop product in March 2015
	- 2017 MakerLoop became Netlify
	- literally deploy your site in seconds
	- offers **free account** for hosting personal projects and experiments
	- a San Francisco-based cloud computing company
	- [Jamstack](https://jamstack.org/)
		- JAMstack is a cloud-native web development architecture based on client-side JavaScript code, reusable APIs, and markup content.
		- JAM
			- JavaScript - managed by Node.js
			- APIs - create dynamic features
			- Markup - generated by a series of templates (HTML, CSS, Liquid, Markdown, YAML)
		- It was pioneered and created by Netlify.
		- In its purest form, the idea of JAMstack is that a web application is pre-built into static pages, using content and code to generate the output. 
		- In basic terms, JAMstack is a significant shift in focus from the now abstractable back end to the now-powerful front end.
		- ""a really cool way of building your applications""
		- fast and secure sites and apps delivered by pre-rendering files and serving them directly from a CDN, removing the requirement to manage or run web servers
		- a cloud-native web development architecture based on client-side JavaScript code, reusable APIs, and markup content
		- a web application is pre-built into static pages, using content and code to generate the output
		- Jamstack is a significant shift in focus from the now abstractable back end to the now-powerful front end
		- **Jamstack on Netlify replaces Wordpress**, you can burn your Wordpress and Drupel apps to the ground
		- do not build a website with last decade’s tech, the future of the web is mobile, JavaScript and APIs: the JAMstack
		- another term for this is [headless CMS](https://headlesscms.org)
		- JAMstack sites might be built using sites built by hand, or with Jekyll, Hugo, Nuxt, Next, Gatsby
		- advantages
			- Entire Project on a CDN
			- Everything Lives in Git
			- Modern Build Tools: Webpack 
		- best ways to use Jamstack
			- [Jekyll](https://jekyllrb.com)
				- simple, blog-aware, static site generator for personal, project, or organization sites
				- **written in Ruby** by Tom Preston-Werner, GitHub's co-founder
			- [Gatsby](https://www.gatsbyjs.org)
				- free and open source framework **based on React **
				- makes fast websites and apps
			- [Hugo](https://gohugo.io)
				- created by Steve Francia in 2013
				- world’s fastest framework for building websites, thanks to being **written in Go**
				- Netlify began providing Hugo hosting in 2017
				- takes data files, i18n bundles, configuration, templates for layouts, static files, and content written in Markdown and renders a static website
- 3. DigitalOcean
	- the developer cloud
	- Kubernetes in minutes
	- machines are called droplets
	- Article: [Machine Box delivers the services via Docker containers, and Digital Ocean is a great place to host these containers in production.](https://blog.machinebox.io/deploy-machine-box-in-digital-ocean-385265fbeafd)
	- Howto: [Deploying a Node.js App to a DigitalOcean Droplet with Docker](https://stackabuse.com/deploying-a-node-js-app-to-a-digitalocean-droplet-with-docker/)
	- we'll be using their $5 a month service
	- ""spin up some digital ocean docker servers and run your docker containers, it's fast and simple""
4. AWS
	- the most features
- Cloud Services
	- AWS (Amazon Web Services) - 33%
		- the dominant player, offers the most services
	- Google Cloud (GCP - Platform) - 8%
		- simpler than AWS
	- Microsoft Azure - 16%
		- use if you are Microsoft dependent
	- everyone else - 43%
- (GoDaddy)
	- GoDaddy is one of the largest companies in this space
	- it has a big presence in Europe and Asia
- related tools and services
	- [Terraform](https://www.terraform.io/)
		- an open-source infrastructure as code software tool created by HashiCorp
		- enables users to define and provision a datacenter infrastructure using a high-level configuration language known as Hashicorp Configuration Language (HCL)
		- Will Stern says to absolutely learn this with docker
		- ??terry: this sounds like something you would use, what is this, ""open-source infrastructure"", have you ever used Terraform?
	- [Rancher](https://rancher.com/)
		- Rancher is a simplification layer over Kubernets
		- Rancher lets you deliver Kubernetes-as-a-Service
		- use for medium-size projects
	- [AWS Fargate](https://aws.amazon.com/fargate/)
		- serverless compute for containers
		- a serverless compute engine for containers
		- Will Stern: Fargate takes the entire server layer out
		- ??terry: do you know what this is?
	- [Google AMP](https://developers.google.com/amp)
		- makes Google own even more 
		- AMP is a web component framework that you can use to easily create user-first websites, stories, emails, and ads
	- [PWA](https://web.dev/progressive-web-apps/)
		- Progressive Web Apps
		- are just web applications
		- using the new capabilities are enabled in modern browsers
		- interesting at least, keep an eye on them",$idCode=hostingProviders;$rank=3.5;$quick=allow you to upload and publich websites and apps to the Internet,2020-04-17 11:11:01,systemUnknown
161,cryptographic network protocol,SSH,"- created 1995 by Tatu Ylönen, a researcher at Helsinki University of Technology
- SSH is short for **Secure Shell**
- SSH provides a secure channel over an unsecured network by using a client–server architecture, connecting an SSH client application with an SSH server
- history
	- 1995: Version 1.x
	- 2006: Version 2.x",$idCode=ssh;$rank=3.5;$quick=a cryptographic network protocol for operating network services securely over an unsecured network,2020-04-17 11:11:01,systemUnknown
162,naming system,DNS,"- Domain Name System
- an essential component of the functionality of the Internet **since 1985**
- A record
	- an A record points a name to an IP
	- e.g. `blog.dnsimple.com. A 185.31.17.133`
- CNAME record
	- A CNAME record can point a name to another CNAME or to an A record.
	- e.g. `blog.dnsimple.com. CNAME aetrion.github.io.`
- MX record
	- specifies the mail server responsible for accepting email messages on behalf of a domain name","$idCode=cns;$rank=3.5;$quick=a hierarchical and decentralized naming system for computers, services, or other resources connected to the Internet or a private network",2020-04-17 11:19:38,systemUnknown
163,stylesheet language,SASS,"- created **2006** by Natalie Weizenbaum, Chris Eppstein
- SASS stands for **syntactically awesome style sheets**
- Article: [Sass vs. SCSS: which syntax is better?](http://thesassway.com/editorial/sass-vs-scss-which-syntax-is-better)",$idCode=sass;$rank=4.6;$quick=a preprocessor scripting language that is interpreted or compiled into Cascading Style Sheets,2020-04-17 11:55:02,systemUnknown
164,stylesheet language,LESS,"- created by Alexis Sellier in **2009**
- stands for **Leaner Style Sheets**
- Less is influenced by Sass and has influenced the newer SCSS syntax of Sass, which adapted its CSS-like block formatting syntax
- **mixins** allow embedding all the properties of a class into another class by including the class name as one of its properties, thus behaving as a sort of constant or variable",$idCode=less;$rank=4.0;$quick=a dynamic preprocessor style sheet language that can be compiled into CSS,2020-04-17 11:55:02,systemUnknown
165,CSS framework,Tailwind CSS,"- created by [Adam Wathan](https://adamwathan.me) in **2019**
- Will Stern of learncode.academy speaks highly of Tailwind CSS
	- his favorite
	- the most lightweight CSS library
- a good [tutorial](https://blog.logrocket.com/tailwind-css-is-it-tomorrows-bootstrap-ebe560f9d00b/)
- uses utility classes
	- Utility classes are CSS class names that serve one particular purpose, and are named as such. Typically a class like .bg-blue would give you background-color: blue, for example.
- ""I can understand the confusion of some, but this is the framework I've been waiting for. No more starting from scratch, and no more backtracking bootstrap.""
- ""out of genuine curiosity, have you ever tried a utility-based CSS framework? I get that they can look strange at first, but this way of doing CSS is becoming more and more popular""
- ""Tailwind CSS (350kB minified) has a section on controlling file size that recommends setting up PurgeCSS.""
- ""we decided to use TailwindCSS, a utility class framework, which provides a bunch of classes you can apply to your projects to rapidly build a UI.""","$idCode=idCodeidCode;$rank=3.5;$quick=a highly customizable, low-level, low-opinionated CSS framework",2020-04-17 13:35:48,systemUnknown
166,Web Developer Tools,build tools,"- npm scripts (package manager)
	- entries in the scripts field of the package.json
	- learn: [Three Things You Didn't Know You Could Do with npm Scripts](https://www.twilio.com/blog/npm-scripts)
- Webpack (module loader / bundler)
	- Will Stern: ""the definitive bundler of 2019 although HTTP/2 is becoming better""
		- Let’s start with a myth about HTTP/2: With HTTP/2 you don’t need to bundle your modules anymore. HTTP/2 can multiplex all your modules over the same connection in parallel. So there are no additional round trips for the many requests. Each module can be separately cached. Sadly it’s not that easy in reality.
	- can bundle CommonJS, ECMAScript and AMD modules
		- **AMD** (define) = takes a browser approach, no knowledge of file i/o
			-  implemented by Dojo Toolkit and RequireJS
		- **CommonJS** (require, export) = takes a backend approach
		-  **UMD** (Universal Module Definition) is a variant paradigm that takes advantage of the commonalities to support both AMD and CommonJS
		- **ES6** (import/export) = 2015
	- can be installed with npm or yarn
- Rollup (ES module bundler)
	- Rollup has support for relative paths, whereas webpack does not, so we either use path. resolve or path.
	- webpack was started in 2012 by Tobias Koppers to solve a hard problem that existing tools didn’t address: building complex single-page applications (SPAs).
		- Rollup was created for a different reason: to build flat distributables of JavaScript libraries as efficiently as possible, taking advantage of the ingenious design of ES2015 modules.
	- Use webpack for apps, and Rollup for libraries
	- similar to Browserify but bundles ECMAScript modules instead of CommonJS ones)
- Parcel (module bundler)
	- is drastically simpler than Webpack, love it for non-complex work
	- can replace create-react-app
- Grunt (task runner)
	- pros
		- Huge ecosystem of plugins
	- cons
		- Can become complicated as the configuration grows
		- Lack of flexibility with uncommon tasks
		- gradually becoming outdated
- Gulp (task runner)
	- Eighteen months after Grunt, GulpJS was released
	- where GruntJS uses configuration objects to define tasks declaratively, Gulp defines them as JavaScript functions
	- It builds on top of the piping concepts (sources, filters, sinks), similar to Unix operating systems.
	- pros
		- Requires less amount of code, comparing to Grunt
		- Large ecosystem of Gulp plugins
	- con: Initially streams and promises are hard to understand
- Yarn (package manager)
	- can be used as an alternative to npm
	- is a node.js package
	- if you are a heavy user, it can be a good idea to look into Yarn that takes pride in ultrafast build times
	- speeds up the build process by caching every package so that you don’t have to download your dependencies multiple times
- Browserify (module loader / bundler)
	- node.js package
	- bundle your front-end dependencies and load them as a **single JavaScript file** in the user’s browser
	- package managers such as npm and Yarn load modules on the server-side using **Node.js’ require() function** (CommonJS) designed for loading modules. Browserify brings the require() method (CommonJS) to the client-side, which can result in a huge performance gain
	- your user’s browser has to load only one static JavaScript file that contains all the dependencies your project relies on
	- you can only use it to load Node.js modules but not other types of JavaScript (or other) files.",$idCode=buildTools;$rank=3.5;$quick=tools that accelerate web development,2020-04-17 14:14:12,systemUnknown
167,server monitoring tool,New Relic,"- Will Stern recommends it
- [New Relic website](https://newrelic.com/products/logs)
- limitless log management in the cloud
- all your logs in one place
- expensive but useful
- ""you will never have to SSH into your servers again to observe what they are doing""
- use a familiar query language to build powerful and sophisticated queries that can quickly scan vast qualities of aggregated log messages, no indexing required",$idCode=newRelic;$rank=3.5;$quick=tool for limitless log management in the cloud,2020-04-17 15:25:43,systemUnknown
168,programming paradigm,functional programming,"- functional programming may not improve your ability to get a job, but it stretches your skills and makes you a hipster",$idCode=idCodeidCode;$rank=3.5;$quick=a programming paradigm—a style of building the structure and elements of computer programs—that treats computation as the evaluation of mathematical functions and avoids changing-state and mutable data,2020-04-17 16:33:08,systemUnknown
169,Database,ArangoDB,"- supports three data models: key/value, documents, graphs
- a unified query language AQL (ArangoDB Query Language)
- ArangoDB is a NoSQL database system but AQL is similar in many ways to SQL
- ??terry: have you hear of this?",$idCode=arangoDb;$rank=2.2;$quick=a free and open-source native multi-model database system,2020-04-17 17:08:24,systemUnknown
170,Database,Elasticsearch,"- a distributed, multitenant-capable full-text search engine with an HTTP web interface and schema-free JSON documents
- developed in Java
- clients are available in Java, .NET (C#), PHP, Python, Apache Groovy, Ruby
- CakePHP 3 integrated Elasticsearch",$idCode=elasticsearch;$rank=3.9;$quick=a search engine based on the Lucene library,2020-04-17 17:08:24,systemUnknown
171,Database,MariaDB,"- includes new storage engines like Aria, ColumnStore, and MyRocks","$idCode=mariaDb;$rank=3.8;$quick=community-developed, commercially supported fork of MySQL",2020-04-17 17:08:24,systemUnknown
172,productivity tool,Coggle,"- an online tool for creating and sharing mindmaps and flow charts##coggleitexample
- I learned about this from seeing Will Stern use it in his [2020 Web Technology Video](https://www.youtube.com/watch?v=SBB1YtwODT0), here is the [coggle diagram](https://coggle.it/diagram/XfeRbWj7xy3dsEX8/t/web-development-in-2020) he created for it
- sign up at the [coggle.it](https://coggle.it/) website and try it out
- free account
	- unlimited public diagrams",$idCode=coggle;$rank=3.5;$quick=an online tool for creating and sharing mindmaps and flow charts,2020-04-20 17:41:02,systemUnknown
173,tooltip library,Tippy.js,"- Tippy.js is the complete tooltip, popover, icon dropdown, and menu solution websites, powered by Popper.js.##tippyexampleskdfj
- this is the [official Tippy website](https://atomiks.github.io/tippyjs)
- it uses Popper, which is descripbed at a positioning engine
	- Popper is also used by Bootstrap","$idCode=tippy;$rank=2.5;$quick=tooltip, popover, icon dropdown, and menu solution websites",2020-04-21 13:04:10,systemUnknown
174,Javascript Testing Framework,Jasmine,"- created **2010** by developers at Pivotal Labs
- aims to run on any JavaScript-enabled platform, to not intrude on the application nor the IDE, and to have easy-to-read syntax
- does not rely on browsers, DOM, or any JavaScript framework
- suited for websites, Node.js
- Bootstrap 5 is apparently moving their testing infrastructure from QUnit to Jasmine
- can get started without much setup",$idCode=jasmine;$rank=3.5;$quick=an open-source testing framework for JavaScript,2020-04-23 16:44:42,systemUnknown
175,Site Bundler,Brunch,"- created **2011**, almost as old as Browserify
- compared to Gulp, Brunch operates on a higher level of abstraction, it uses a declarative approach similar to webpack's",$idCode=brunch;$rank=3.1;$quick=one of the oldest site bundlers (2011) with Browserify (2010),2020-05-06 17:10:11,systemUnknown
176,Site Bundler,Parcel,"- created **2017**
- much simpler than Webpack
- everything just worked out of the box
	- no additional plugins, configuration or anything else has been required",$idCode=parcel;$rank=4.68;$quick=the up-and-coming module bundler which challenges WebPack,2020-05-06 17:10:11,systemUnknown
177,Site Bundler,FuseBox,"- created **2016**
- focused on speed
- uses a zero-configuration approach and aims to be usable out of the box
- while FuseBox already comes with all plugins available from the core their dependencies must still be installed when required",$idCode=fusebox;$rank=3.5;$quick=site bundler focuses on speech and zero-configuration,2020-05-06 17:10:11,systemUnknown
178,Code Analysis Tool,Heroku,"- 2007 created
	- then supported only **Ruby**
	- PAAS - Platform as a Service
- 2010 acquired by Salesforce.com
- 2011 Yukihiro ""Matz"" Matsumoto, the chief designer of the Ruby programming language, joined the company 
- 2011 Heroku and Facebook introduced Heroku for Facebook
- now supports 
	- Java, Node.js, Scala, Clojure, Python, PHP, and Go
	- Redis databases in addition to its standard PostgreSQL
- Git friendly
- has a great free tier
	- except that free applications that haven't been touched for awhile take a few seconds to start up
- static files don't work well on Heroku
	- e.g. these will not work:
		- `app.use(express.static(__dirname + '/htdocs'));` will not work
		- `app.use(express.static('../htdocs'));`
	- instead use the public directory instead","$idCode=heroku;$rank=4.6;$quick=a polyglot PAAS platform that supports Ruby, Java, Node.js, Scala, Clojure, Python, PHP, and Go",2020-08-08 15:40:18,systemUnknown
179,PHP Framework,Laravel 5,"- Laravel itself uses no less than 14 Symfony components.
- versions
	- 2011: Version 1.0
		- Taylor Otwell created Laravel as an attempt to provide a more advanced alternative to the CodeIgniter framework
			- Laravel was born out of frustration with CodeIgniter
	- 2013: Version 4.0
		- **complete rewrite of the Laravel framework**
	- 2015: Version 
		- 2017-09 training: Laravel 5
	- 2018-02: Version 5.6
		- 2018-06 training: New in 5.6
	- 2018-09: Version 5.7
	- 2019-02: Version 5.8
		- 2019-09 tutorial was on Laravel 5.7
	- 2019-09: Version 6
	- 2020-03: Version 7
	- 2020-09: Version 8
- Once you start to wander away from the MVC paradigm, Laravel can't help you.
- you can use Composer components from other places
- command-line interface called **Artisan**, does migrations
- has its own ORM called **Eloquent**
- uses the **Active Record** pattern
	- it calls on your database using functions
- Laravel is very JSON and REST friendly.
- Has its own template engine called **Blade**.
- Middleware is PSR-7 compliant.
- **Laravel Echo**: real-time development using web-sockets
- Laravel **Scout**: integrates with Eloquent, for indexing
- **Passport** is an OAuth2 server
- **Homestead** is a Vagrant deployment
- **Cashier** for payments
- **Lumen** is for creating APIs.",$idCode=laravel;$rank=4.7;$quick=PHP framework released 2013 now most popular in 2020,2020-09-03 16:36:43,systemUnknown
180,PHP Framework,Symfony 5,"- versions
	- 2007: Version 1.0
		- named Sensio Framework
	- 2011: Version 2.0
		- renamed to Symfony from version 2 and on
		- more flexibility in using components in an adhoc basis
	- 2015: Version 3.0
		- Version 3 became a stable version, subsequent versions are mostly fixes
		- 2017-09 training: Symfony 3
	- 2017-11: Version 4.0
		- 2019-05 training: Symfony 4
		- 2019-09 training: Symfony 4
	- 2019-11: Version 5.0
- has a solid code-base community and docs
- not too overwelming to get started
- is quite modular
- backed by French company SensioLabs
	- The first name was Sensio Framework, and all classes were therefore prefixed with sf.
- MIT license
- two parts
	- framework
	- decoupled components
		- Drupal uses some of their components
- installing
	- has its own installer
	- or you can use Composer
	- you can install demo
	- you can install CMF (Content Management Framework)
	- you can install Rest
	- is very object oriented
- concepts
	- bundles
		- everything is in a bundle
		- entire application
	- routing
		- using YML
	- controller
	- twig templates
	- Doctrine ORM
		- optional
	- dependency injection
		- like Zend
		- helps for testing
	- events
		- used throughout
	- PSR-FIG standards
		- PSR-0 and PSR-4 autoloading","$idCode=symfony;$rank=4.5;$quick=a popular PHP framework created in 2007, today second in popularity behind Laravel",2020-09-03 16:36:43,systemUnknown
181,PHP Framework,Magento,"- versions
	- 2008 released
		- originally developed by Varien, Inc, a US private company headquartered in Culver City, California
	- 2011 eBay invested
	- 2015-11 break up with eBay, new owner Permira private equity fund 
	- 2018-05 **aquired by Adobe**
		- Adobe announced that it was acquiring Magento for $1.68 billion
- Magento provides two distinct platforms: Magento Open Source (previously Magento Community Edition) and Magento Commerce
- uses multiple other PHP frameworks such as Laminas and Symfony
- more than 100,000 online stores have been created on this platform
- employs the MySQL or MariaDB relational database management system, the PHP programming language, and elements of the Zend Framework
- has conventions of object-oriented programming and model–view–controller architecture","$idCode=magento;$rank=4.1;$quick=an e-commerce PHP framework created in 2008, now owned by Adobe",2020-09-03 22:58:10,systemUnknown
182,PHP Framework,CogeIgniter,"- versions
	- 2006: Version 1
		- released by **EllisLab** on February 28, 2006
	- 2011-2014: it stalled
		- because of this, it is a little bit behind the other frameworks
		- EllisLab lack of resources to give the framework the attention they felt it deserved
		- this is when Taylor Otwell created Laravel as an attempt to provide a more advanced alternative to the CodeIgniter framework
	- 2014: changed stewardship from Ellislab to **British Columbia Institute of Technology**
		- first version at BCIT was 3.0
		- MIT license
			- previous license was copy-left (if you want to change the core files, you have to include those open source)
		- 2019-02: Training on CogeIgniter 3.2
	- 2019-10: CodeIgniter Foundation controls it now
	- 2020-02: CogeIgniter 4
- quite popular but **it's not modernized** and there's no PHP-FIG
- a favorite for developers who want a lighter-weight framework
- has a very small footprint that does little more than enforce the MVC pattern
- it's decoupled and flexible
	- you can use a lot of the other elements if you don't want to use the MVC pattern
	- allows you to take and pick what you choose
- downsides
	- hasn't upgraded much for newer versions of PHP
	- doesn't have official Composer integration
	- **no PSR/PHP-FIG support**
		- PSR = PHP Standard Recommendation
		- FIG = Framework Interoperability Group
			- plan to have some support in the 4.0 release",$idCode=cogeIgniter;$rank=4.1;$quick=PHP Framework created 2006 loosely based on MVC,2020-09-03 23:01:53,systemUnknown
183,PHP Framework,Drupal 8,"- versions
	- 2001: Version 1.0
		- originally written by **Belgian programmer** Dries Buytaert as a message board
	- 2009: Acquia helped re-launch Whitehouse.gov on Drupal
	- 2015: Drupal 8 
		- 2016: latest English course
		- 2018-03: French Tutorial Drupal 8 (https://www.linkedin.com/learning/l-essentiel-de-drupal-8/creer-de-nouveaux-champs)
	- 2020-06: Drupal 9
	- 2022-07: Drupal 10
- 2.3% of all websites, ranging from personal blogs to corporate, political, and government sites
- standard release of Drupal, known as Drupal core, contains basic features common to content-management systems",$idCode=drupal;$rank=4.1;$quick=content management PHP framework written by Belgian in 2001,2020-09-03 23:36:40,systemUnknown
184,PHP Framework,Zend 3,"- Zend Framework, which was formerly led and managed by Rogue Wave Software, is now called the Laminas Project, and is managed by the Linux Foundation. 
	- https://www.zend.com/blog/evolution-zend-framework-laminas-project
- has seen wide adoption across the PHP ecosystem, with an emphasis on the Enterprise market
- versions
	- 2006 Zend Framework 1
		- 2007: the main framworks at that time were Symfony 1, CodeIgniter, CakePHP and the Zend Framework
		- 2011: Magento apparently used Zend Framework 1 as a base
		- stated end of life: 2016-09
	- 2012 Zend Framework 2
		- stated end of life: 2018-03
	- 2016-06  Zend Framework 3
		- 2019-02: Training on Zend 3
	- 2019-04 Laminas
- loosely coupled: you can pull libraries out of zend and use it for other purposes
- the most commercial of the PHP frameworks
- it has a well-tested code base
- has a steep learning curve
- it's not as active or popular as it once was (2019)","$idCode=zend;$rank=3.9;$quick=popular, corporate-ownded PHP framework created in 2006",2020-09-03 23:39:18,systemUnknown
185,PHP Framework,TYPO3,"- versions
	- 1997: pre-version
		- initially authored by Kasper Skårhøj from **Denmark**
			- nach einem abgebrochenen Ingenieurstudium arbeitete er als selbstständiger Webdesigner und begann 1997 TYPO3 für seine Kunden zu entwickeln
	- 2001: Version 3.0 
		- first public release
	- 2014: Version 7.0
	- 2016-03: Version 8.0
		- 2016-06: last French videos ""What's New in TYPO3 7 and 8""
	- 2017-12: Version 9.0
		- 2018-10: Training ""TYPO3 CMS 9: Neue Funktionen""
	- 2020-04: Version 10.4
- TYPO3 is, along with Drupal, Joomla, and WordPress, among the most popular content management systems worldwide
	- more widespread in Europe 
	- biggest market share i sin German-speaking countries
- from small sites for individuals or nonprofit organizations to multilingual enterprise solutions for large corporations","$idCode=typo3;$rank=3.9;$quick=free content management system written in PHP, created in 2001 by Dane, popular in German-speaking countries",2020-09-03 23:49:43,systemUnknown
186,PHP Framework,Joomla,"- versions
	- 2005: Version 1.0
		- released as a rebranded/fork release of Mambo
		- Joomla developers created a website called OpenSourceMatters.org (OSM) to distribute information to the software community
		- Project leader Andrew Eddie is from Australia
		- Joomla is the anglicized spelling of the Swahili word jumla, meaning all together or as a whole
	- 2012: Version 3.0
	- 2017-05: French course: https://www.linkedin.com/learning/l-essentiel-de-joomla-3-6/bienvenue-dans-l-essentiel-de-joomla-3-6
	- 2018-05, English course: https://www.linkedin.com/learning/joomla-3-essential-training-1-working-with-content/welcome-2
	- 2020-07, Version 3.9.20",$idCode=joomla;$rank=4.2;$quick=PHP content management framework created by Australian in 2005,2020-09-04 00:05:46,systemUnknown
187,PHP Framework,Wordpress,"- version
	- 2003: Version 1.0
		- b2/cafelog, more commonly known as b2 or cafelog, was the precursor to WordPress
		- released its founders, American developer Matt Mullenweg (living in Houston) and English developer Mike Little (living in Stockport, England)
	- 2020-08: Version 5.5",$idCode=wordpress;$rank=3.9;$quick=most popular content management system written in PHP,2020-09-04 00:24:05,systemUnknown
188,PHP Framework,CakePHP,"- modeled after the concepts of Ruby on Rails
- MIT license
- versions
	- 2005 started work on it
		- CakePHP started in April 2005 by **Polish programmer** Michal Tatarynowicz
			- he wanted to have something more like Ruby on Rails for PHP
		- MIT license
		- opened it up to online community of developers
		- L. Masters and G. J. Woodworth founded the Cake Software Foundation
			- The Cake Software Foundation is a not-for-profit corporation based in Nevada, United States. The organization was formed in 2005, to help promote the development of the CakePHP framework, as well as support the project.
	- 2006: Version 1.0
	- **2015: CakePHP 3**
		- 2015-01: CakePHP 2 and CakePHP 3 are worlds different with a fairly sizable learning curve
		- new in Version 3 and 3.3
			- modernized
			- namespaces
			- support for PHP 7	
			- PSR support (PHP Standard Recommendation)
				- **PSR-7 HTTP Middleware** compliant
			- full Composer integration
			- rebuilt the ORM from scratch
			- integrated Elastic Search
	- 2016-03 Training mentioned CakePHP 3 
	- 2019-02: Training on Cake 3
		- now has a company called CakeDC behind it
			- ""CakeDC offers you access to the leading CakePHP developers from around the world. Faster CakePHP development that will have your application growth ready and stable.""
	- today (2020-09)
		- the [Cake Software Foundation](https://cakefoundation.org) website says it is going through some changes
		- CakePHP 4 Strawberry
- good features
	- borrows concepts from **Ruby on Rails**
		- convention over configuration
	- has **Back command-line interface**
	- scaffolding for RAD (Rapid Application Development) and prototyping
		- builds CRUD code for you
	- MVC-based
- overcome
	- used to be bloated and slow (pre CakePHP 3)","$idCode=cakePhp;$rank=3.9;$quick=MVC framework written in PHP, started by Polish developer in 2005",2020-09-04 00:36:31,systemUnknown
189,PHP Framework,Yii 2,"- Yii is pronounced as ""Yee"" 
	- in Chinese it means ""simple and evolutionary"" and it is an acronym for ""Yes It Is!""
- pre-version
	- 2004: PRADO project was started by Qiang Xue
		- inspired by Apache Tapestry
		- convention over configuration
		- borrowed ideas from Borland Delphi
	- Yii started as an attempt to fix perceived drawbacks of the PRADO framework
- versions
	- 2008: Version 1.0
	- 2010: Version 1.1
		- adding a form builder, relational Active record queries, a unit testing framework 
	- **2011: Version 2.0**
		- added some PSR support for some of the core
			- e.g. autoloading standards
		- one of the first to integrate **Composer support**
		- added namespaces
	- 2019-02 training, ""currently at Version 2.0""
	- 2019-05: Version 2.0.19 
- low-profile, high performance
- managed by small company called Yii Software, LLC
- uses BSD license (quite similar to MIT)
- aims to do things simply
- Yii is full stack, so once you commit to Yii, you're going to use Yii.","$idCode=yii;$rank=3.9;$quick=an open source, object-oriented, component-based MVC PHP framework created in 2008",2020-09-04 00:47:54,systemUnknown
190,PHP Package Manager,Composer,"- versions
	- 2011: started development
		- developed by Nils Adermann and Jordi Boggiano, who continue to manage the project
	- 2012: Version 1.0
- inspired by Node's npm and Ruby's bundler",$idCode=composer;$rank=4.5;$quick=the standard package manager for PHP,2020-09-04 13:28:38,systemUnknown
191,Web Server,IIS,"- history
	- 1996: IIS 1.0 - Add-on for Windows NT 3.51
	- 1996: IIS 2.0 - Released with Windows NT 4.0 RTM
	- 1996: IIS 3.0 - Released with Windows NT 4.0 SP3
	- 1997: IIS 4.0 - Released with Windows NT Internet Option Pack
	- 2000: IIS 5.0 - Released with Windows 2000
	- 2002: IIS 5.1 - Released with Windows XP Professional
	- 2003: IIS 6.0 - Released with Windows Server 2003
	- 2008: IIS 7.0 - Released with Windows Server 2008 and Windows Vista
	- 2009: IIS 7.5 - Released with Windows Server 2008 R2 and Windows 7
	- 2012: IIS 8.0 - Released with Windows Server 2012 and Windows 8
	- 2013: IIS 8.5 - Released with Windows Server 2012 R2 and Windows 8.1 
	- 2016: IIS 10.0 version 1607
	- 2017: IIS 10.0 version 1709
	- 2018: IIS 10.0 version 1809 
	- 2020: my machine has ""Version 10.0.19041.450""",$idCode=iis;$rank=4.223;$quick=Microsoft's standard web server,2020-09-09 17:34:49,systemUnknown
192,Web Server,Apache,"- versions
	- 1995: Version 1.0
	- 2000: Version 1.1
	- 2002: Version 2.0
	- 2005: Version 2.2
	- 2012: Version 2.4
	- 2020-08: Version 2.4.46",$idCode=apache;$rank=4.223;$quick=most popular web server,2020-09-09 17:35:01,systemUnknown
